Mois;UIC;Nom gare;Nombre de non-conformités;Nombre d'observations;Taux de conformité
2024-08;0087185249;Lure;63;3402;98.148148149
2024-08;0087185629;Aillevillers;63;1890;96.666666667
2024-08;0087191098;Walygator Parc;0;188;100.0
2024-08;0087191106;Maizières-lès-Metz;234;4680;95.0
2024-08;0087191130;Uckange;0;1150;100.0
2024-08;0087191684;Auboué;48;816;94.117647059
2024-08;0087191692;Homécourt;48;720;93.333333334
2024-08;0087191718;Moyeuvre-Grande;48;960;95.0
2024-08;0087192401;Ars-sur-Moselle;156;4680;96.666666667
2024-08;0087192427;Novéant-sur-Moselle;228;4104;94.444444445
2024-08;0087192476;Vandières;72;1080;93.333333334
2024-08;0087193250;Béning;152;7600;98.0
2024-08;0087194001;Longwy;770;10164;92.424242425
2024-08;0087194274;Longuyon;228;6004;96.202531646
2024-08;0087212142;Mommenheim;150;3000;95.0
2024-08;0087212258;Geispolsheim;96;1920;95.0
2024-08;0087214122;Benfeld;75;2850;97.368421053
2024-08;0087214130;Matzenheim;0;3264;100.0
2024-08;0087214213;Dambach-la-Ville;94;1316;92.857142858
2024-08;0087214296;Bischoffsheim;0;803;100.0
2024-08;0087214544;Duttlenheim;146;3066;95.238095239
2024-08;0087214627;Heiligenberg - Mollkirch;0;1095;100.0
2024-08;0087214650;Lutzelhouse;146;1752;91.666666667
2024-08;0087214734;Fouday;0;730;100.0
2024-08;0087214783;Saales;76;1900;96.0
2024-08;0087223263;Lille Europe;912;24624;96.296296297
2024-08;0087276006;Creil;847;7931;89.32038835
2024-08;0087276329;Pont-Sainte-Maxence;308;4081;92.452830189
2024-08;0087276741;Thourotte;152;2052;92.592592593
2024-08;0087276766;Ribécourt;0;2280;100.0
2024-08;0087281105;Bergues;988;6460;84.705882353
2024-08;0087286146;Armentières;532;5928;91.025641026
2024-08;0087286195;Saint-André-lez-Lille;76;2052;96.296296297
2024-08;0087286435;Don - Sainghin;228;7220;96.842105264
2024-08;0087286542;Tourcoing;1976;13148;84.971098266
2024-08;0087286583;Orchies;228;9348;97.56097561
2024-08;0087286625;Templeuve;836;9728;91.40625
2024-08;0087295055;Anor;154;4774;96.774193549
2024-08;0087295063;Hirson;228;11096;97.94520548
2024-08;0087296012;Laon;312;8736;96.428571429
2024-08;0087296616;Chauny;792;9504;91.666666667
2024-08;0087317362;Abbeville;462;8470;94.545454546
2024-08;0087334490;Cesson-Sévigné;333;1554;78.571428572
2024-08;0087342105;Bully - Grenay;496;8928;94.444444445
2024-08;0087342436;La Bassée - Violaines;608;7752;92.156862746
2024-08;0087342584;Avion;868;8680;90.0
2024-08;0087343004;Valenciennes;684;21280;96.785714286
2024-08;0087345223;Leforest;152;5320;97.142857143
2024-08;0087411249;Maromme;1368;6384;78.571428572
2024-08;0087411264;Barentin;1254;6156;79.62962963
2024-08;0087413385;Yvetot;456;12768;96.428571429
2024-08;0087413542;Fécamp;1482;7638;80.597014926
2024-08;0087415620;Gaillon - Aubevoye;1444;7296;80.208333334
2024-08;0087437806;Aytré Plage;1078;1386;22.222222223
2024-08;0087439554;Vitrolles Aéroport Marseille Provence;462;5544;91.666666667
2024-08;0087446179;Saint-Cyprien Arènes;1204;9030;86.666666667
2024-08;0087448084;Briouze;112;896;87.5
2024-08;0087471037;Bruz;290;2436;88.095238096
2024-08;0087471342;Le Theil-de-Bretagne;74;962;92.307692308
2024-08;0087471359;Retiers;360;1620;77.777777778
2024-08;0087471367;Martigné-Ferchaud;234;780;70.0
2024-08;0087471508;Vitré;638;4988;87.209302326
2024-08;0087471524;Châteaubourg;666;2220;70.0
2024-08;0087471540;Noyal - Acigné;296;1554;80.952380953
2024-08;0087474098;Quimper;950;35530;97.326203209
2024-08;0087474213;Kerhuon;90;1890;95.238095239
2024-08;0087474270;Landivisiau;177;3186;94.444444445
2024-08;0087478032;Montreuil-sur-Ille;231;3399;93.203883496
2024-08;0087478057;Combourg;33;759;95.652173914
2024-08;0087478164;Dinan;123;4059;96.96969697
2024-08;0087481036;Rezé Pont Rousseau;608;3648;83.333333334
2024-08;0087481432;Gorges;76;2508;96.96969697
2024-08;0087481747;Pornichet;304;2508;87.878787879
2024-08;0087481788;Le Croisic;380;2508;84.848484849
2024-08;0087481838;Savenay;380;5472;93.055555556
2024-08;0087484246;Chemillé-en-Anjou;0;2280;100.0
2024-08;0087485136;Saint-Laurent-de-la-Prée - Fouras;539;1386;61.111111112
2024-08;0087485185;La Jarrie;77;1771;95.652173914
2024-08;0087485508;La Mothe-Saint-Héray;847;2156;60.714285715
2024-08;0087486316;Fougeré;0;988;100.0
2024-08;0087486449;Les Sables-d'Olonne;608;11856;94.871794872
2024-08;0087487009;Thouars;462;4543;89.830508475
2024-08;0087487603;Saumur;2888;18316;84.232365146
2024-08;0087543017;Les Aubrais;1078;12782;91.566265061
2024-08;0087571216;Vendôme - Villiers-sur-Loir TGV;308;16324;98.113207548
2024-08;0087575118;Les Ormes;77;1078;92.857142858
2024-08;0087575217;Jaunay-Clan;385;1694;77.272727273
2024-08;0087575845;Lussac-les-Châteaux;639;1207;47.05882353
2024-08;0087581215;Margaux;0;2400;100.0
2024-08;0087581314;Lesparre-Médoc;150;2475;93.93939394
2024-08;0087581728;Blanquefort;0;3000;100.0
2024-08;0087581736;Bruges;0;1500;100.0
2024-08;0087581835;Villenave-d'Ornon;420;2310;81.818181819
2024-08;0087582445;Marcheprime;150;3825;96.078431373
2024-08;0087582643;La Teste-de-Buch;1275;8400;84.821428572
2024-08;0087582684;Cadaujac;0;2775;100.0
2024-08;0087582700;Beautiran;0;4350;100.0
2024-08;0087582734;Podensac;375;2700;86.111111112
2024-08;0087582833;Saint-Pierre-d'Aurillac;150;1650;90.90909091
2024-08;0087582866;La Réole;75;4275;98.245614036
2024-08;0087583005;Angoulême;2541;23331;89.108910892
2024-08;0087583674;Montmoreau;154;1078;85.714285715
2024-08;0087584052;Libourne;450;23400;98.076923077
2024-08;0087584136;Castillon-la-Bataille;345;4025;91.428571429
2024-08;0087584516;Coutras;75;4875;98.461538462
2024-08;0087584615;Saint-Seurin-sur-l'Isle;154;2464;93.75
2024-08;0087592006;Limoges Bénédictins;988;24852;96.024464832
2024-08;0087592105;Châteauneuf - Bujaleuf;82;943;91.304347827
2024-08;0087592121;Eymoutiers Vassivière;164;1886;91.304347827
2024-08;0087592162;Bugeat;0;902;100.0
2024-08;0087592279;Magnac - Vicq;123;1230;90.0
2024-08;0087592311;Ambazac;82;2091;96.078431373
2024-08;0087592337;La Jonchère-Saint-Maurice;41;1189;96.551724138
2024-08;0087592345;Saint-Sulpice-Laurière;205;2296;91.071428572
2024-08;0087592410;Nieul;41;656;93.75
2024-08;0087592485;Bellac;123;1230;90.0
2024-08;0087592493;Saint-Sébastien;205;1927;89.361702128
2024-08;0087592501;La Coquille;114;3306;96.551724138
2024-08;0087592543;Le Dorat;41;1558;97.368421053
2024-08;0087592733;Lafarge;123;533;76.923076924
2024-08;0087594119;Corrèze;0;1189;100.0
2024-08;0087594135;Montaignac-Saint-Hippolyte;0;738;100.0
2024-08;0087594218;Vigeois;41;1066;96.153846154
2024-08;0087594481;Cornil;0;697;100.0
2024-08;0087594614;Le Burg;0;656;100.0
2024-08;0087594622;Saint-Aulaire;0;451;100.0
2024-08;0087594820;Masseret;123;1271;90.322580646
2024-08;0087595579;Thenon;0;2964;100.0
2024-08;0087595728;Mauzens-et-Miremont;0;512;100.0
2024-08;0087595736;Les Eyzies-de-Tayac-Sireuil;0;2128;100.0
2024-08;0087597674;Montaigut-le-Blanc;246;779;68.421052632
2024-08;0087611665;Castelnau-d'Estrétefonds;1445;10115;85.714285715
2024-08;0087611749;Auch;672;8064;91.666666667
2024-08;0087611848;Montrabé;252;3444;92.68292683
2024-08;0087615138;Verzeille;152;1368;88.888888889
2024-08;0087615146;Pomas;154;1386;88.888888889
2024-08;0087615187;Alet-les-Bains;228;1368;83.333333334
2024-08;0087615369;Montastruc-la-Conseillère;174;6438;97.297297298
2024-08;0087618116;Pins-Justaret;344;4300;92.0
2024-08;0087635581;La Barasse;76;2584;97.05882353
2024-08;0087671156;Capvern;792;2520;68.571428572
2024-08;0087671339;Lourdes;308;21868;98.591549296
2024-08;0087671362;Saint-Pé-de-Bigorre;72;1152;93.75
2024-08;0087672006;Pau;2625;32850;92.009132421
2024-08;0087672212;Artix;258;4773;94.594594595
2024-08;0087672600;Croix du Prince;75;1050;92.857142858
2024-08;0087672618;Gan;75;900;91.666666667
2024-08;0087672774;Bedous;225;1200;81.25
2024-08;0087673202;Dax;1800;29850;93.969849247
2024-08;0087673277;Saint-Vincent-de-Tyrosse;450;9750;95.384615385
2024-08;0087673616;Villefranque;75;750;90.0
2024-08;0087673640;Halsou - Larressore;150;600;75.0
2024-08;0087677005;Hendaye;2025;15900;87.264150944
2024-08;0087677104;Les Deux Jumeaux;300;1950;84.615384616
2024-08;0087683136;Pont-sur-Yonne;150;3075;95.12195122
2024-08;0087683227;Saint-Julien-du-Sault;150;2025;92.592592593
2024-08;0087683318;Saint-Florentin - Vergigny;450;2625;82.857142858
2024-08;0087683649;Cravant - Bazarnes;158;2291;93.103448276
2024-08;0087683722;Sermizelles - Vézelay;150;1425;89.473684211
2024-08;0087686667;Paris Bercy Bourgogne - Pays d'Auvergne;1078;21945;95.087719299
2024-08;0087694000;Le Creusot;76;3116;97.56097561
2024-08;0087694307;Montchanin;228;4408;94.827586207
2024-08;0087694687;Paray-le-Monial;0;3344;100.0
2024-08;0087696336;Bessay-sur-Allier;0;1178;100.0
2024-08;0087696807;Clamecy;150;2175;93.103448276
2024-08;0087696831;Coulanges-sur-Yonne;0;600;100.0
2024-08;0087696856;Châtel-Censoir;0;1575;100.0
2024-08;0087713008;Dijon Porte Neuve;228;2584;91.176470589
2024-08;0087713313;Genlis;228;3268;93.023255814
2024-08;0087713412;Dole;608;12768;95.238095239
2024-08;0087713677;Seurre;152;3192;95.238095239
2024-08;0087718320;Saint-Vit;75;2325;96.774193549
2024-08;0087718460;Baume-les-Dames;75;2400;96.875
2024-08;0087718577;Gilley;0;1350;100.0
2024-08;0087718619;Morteau;225;3600;93.75
2024-08;0087725002;Chalon-sur-Saône;1064;11704;90.90909091
2024-08;0087726000;Saint-Étienne Châteaucreux;1520;35340;95.698924732
2024-08;0087726414;Bonson;76;2888;97.368421053
2024-08;0087726802;Roanne;592;5698;89.610389611
2024-08;0087734053;Riom - Châtel-Guyon;1444;18012;91.983122363
2024-08;0087734871;Massiac - Blesle;380;2356;83.870967742
2024-08;0087741132;Aix-les-Bains le Revard;1672;26828;93.767705383
2024-08;0087741181;Montmélian;1368;11704;88.311688312
2024-08;0087742361;Saint-Michel - Valloire;304;3040;90.0
2024-08;0087743005;Bourg-en-Bresse;1900;18620;89.795918368
2024-08;0087743351;Nurieux-Volognat;380;3724;89.795918368
2024-08;0087743534;Oyonnax;228;2964;92.307692308
2024-08;0087743716;Ambérieu-en-Bugey;1748;19000;90.8
2024-08;0087745000;Bellegarde;3724;31008;87.990196079
2024-08;0087745414;Valleiry;304;1520;80.0
2024-08;0087746248;Groisy - Thorens - La Caille;75;2175;96.551724138
2024-08;0087746438;Sallanches - Combloux - Megève;231;6622;96.511627907
2024-08;0087747402;Grenoble Universités - Gières;152;4180;96.363636364
2024-08;0087755223;Bandol;988;5548;82.191780822
2024-08;0087755231;Ollioules - Sanary-sur-Mer;1824;7676;76.237623763
2024-08;0087755264;La Seyne - Six-Fours;2204;6080;63.75
2024-08;0087755447;Les Arcs - Draguignan;6840;43700;84.347826087
2024-08;0087756056;Nice;6004;76380;92.139303483
2024-08;0087756254;Nice Saint-Augustin;2618;22407;88.316151203
2024-08;0087756346;Saint-Laurent-du-Var;3773;15323;75.376884423
2024-08;0087756379;Beaulieu-sur-Mer;1463;12628;88.414634147
2024-08;0087756460;Roquebrune-Cap-Martin;924;10626;91.304347827
2024-08;0087756478;Carnoles;539;8316;93.518518519
2024-08;0087757674;Antibes;5776;46360;87.540983607
2024-08;0087759316;Saint-Joseph le Castellas;152;2584;94.117647059
2024-08;0087761106;Saint-Rambert-d'Albon;228;3724;93.877551021
2024-08;0087761650;Romans - Bourg-de-Péage;304;4180;92.727272728
2024-08;0087763003;Gap;1292;13072;90.11627907
2024-08;0087763607;Briançon;836;6384;86.904761905
2024-08;0087763722;Serres;152;4408;96.551724138
2024-08;0087765412;Montfavet;76;1596;95.238095239
2024-08;0087765420;Morières-lès-Avignon;0;1444;100.0
2024-08;0087765438;Saint-Saturnin-lès-Avignon;152;1140;86.666666667
2024-08;0087773200;Sète;760;31008;97.549019608
2024-08;0087773424;Lunel-Viel;0;1938;100.0
2024-08;0087773432;Valergues - Lansargues;102;2550;96.0
2024-08;0087775353;Nozières - Brignon;0;2652;100.0
2024-08;0087775825;Le Cailar;0;1155;100.0
2024-08;0087775833;Aimargues;0;1232;100.0
2024-08;0087781294;Marseillan Plage;76;2280;96.666666667
2024-08;0087781559;Les Cabrils;0;680;100.0
2024-08;0087783001;Millau;1292;8840;85.384615385
2024-08;0087783241;Saint-Chély-d'Apcher;136;3264;95.833333334
2024-08;0087783290;Chirac;68;1224;94.444444445
2024-08;0087783548;Le Bruel;0;748;100.0
2024-08;0087783654;Allenc;68;816;91.666666667
2024-08;0087783670;Belvezet;0;748;100.0
2024-08;0087784009;Perpignan;912;22572;95.95959596
2024-08;0087784173;Rivesaltes;228;3116;92.68292683
2024-08;0087784256;Collioure;152;3344;95.454545455
2024-08;0087784264;Port-Vendres;152;1824;91.666666667
2024-08;0087784298;Banyuls-sur-Mer;152;5624;97.297297298
2024-08;0087784611;Vinça;0;760;100.0
2024-08;0087784637;Prades - Molitg-les-Bains;0;3952;100.0
2024-08;0087784777;Sauto;0;366;100.0
2024-08;0087784827;Estavar;0;488;100.0
2024-08;0087784892;Bena Fanes;0;488;100.0
2024-01;0087141085;Champigneulles;72;1728;95.833333334
2024-01;0087141119;Dombasle-sur-Meurthe;305;3050;90.0
2024-01;0087141135;Blainville - Damelevières;936;8424;88.888888889
2024-01;0087141150;Lunéville;78;7800;99.0
2024-01;0087141499;Messein;0;66;100.0
2024-01;0087141507;Neuves-Maisons;0;384;100.0
2024-01;0087141820;Pont-à-Mousson;608;18240;96.666666667
2024-01;0087142109;Lorraine TGV;385;25718;98.502994012
2024-01;0087144451;Remiremont;395;6952;94.318181819
2024-01;0087172270;Rethel;456;17632;97.413793104
2024-01;0087175000;Saint-Dizier;380;15808;97.596153847
2024-01;0087182014;Colmar;836;38456;97.826086957
2024-01;0087182063;Mulhouse;912;34428;97.350993378
2024-01;0087182089;Habsheim;0;750;100.0
2024-01;0087182113;Bartenheim;0;690;100.0
2024-01;0087185009;Vesoul;138;5336;97.413793104
2024-01;0087185249;Lure;63;3402;98.148148149
2024-01;0087185629;Aillevillers;0;1890;100.0
2024-01;0087191692;Homécourt;0;720;100.0
2024-01;0087192039;Metz;2584;47196;94.524959743
2024-01;0087192203;Peltre;0;720;100.0
2024-01;0087192724;Hatrize;0;384;100.0
2024-01;0087193250;Béning;76;3496;97.826086957
2024-01;0087193318;Saint-Avold;156;3744;95.833333334
2024-01;0087193359;Faulquemont;156;8112;98.076923077
2024-01;0087194001;Longwy;539;10626;94.927536232
2024-01;0087194357;Audun-le-Roman;0;432;100.0
2024-01;0087212027;Strasbourg;1672;56240;97.027027028
2024-01;0087212134;Brumath;0;975;100.0
2024-01;0087212159;Schwindratzheim;0;1125;100.0
2024-01;0087212191;Strasbourg Roethig;146;1387;89.473684211
2024-01;0087212209;Steinbourg;0;1125;100.0
2024-01;0087212407;Roeschwoog;202;2626;92.307692308
2024-01;0087212431;Seltz;80;1840;95.652173914
2024-01;0087213165;Obermodern-Zutzendorf;0;4000;100.0
2024-01;0087213405;Walbourg;0;1400;100.0
2024-01;0087214122;Benfeld;1050;14250;92.631578948
2024-01;0087214205;Scherwiller;73;803;90.90909091
2024-01;0087214221;Epfig;73;1022;92.857142858
2024-01;0087214239;Eichhoffen;94;940;90.0
2024-01;0087214536;Duppigheim;146;2044;92.857142858
2024-01;0087214544;Duttlenheim;73;1533;95.238095239
2024-01;0087214585;Mutzig;73;1314;94.444444445
2024-01;0087214593;Gresswiller;146;1168;87.5
2024-01;0087214643;Mullerhof;73;1241;94.117647059
2024-01;0087214742;Saint-Blaise-la-Roche Poutay;73;1022;92.857142858
2024-01;0087215699;Tieffenbach - Struth;0;1600;100.0
2024-01;0087223263;Lille Europe;760;23332;96.74267101
2024-01;0087276113;Chantilly - Gouvieux;154;6468;97.61904762
2024-01;0087276725;Chambly;77;9856;99.21875
2024-01;0087281444;Saint-Omer;496;5952;91.666666667
2024-01;0087286260;Comines;0;1586;100.0
2024-01;0087286302;Hazebrouck;1140;8588;86.725663717
2024-01;0087286401;Santes;0;4560;100.0
2024-01;0087286419;Wavrin;0;5472;100.0
2024-01;0087286732;Roubaix;836;4560;81.666666667
2024-01;0087295048;Fourmies;76;6080;98.75
2024-01;0087296012;Laon;390;8268;95.283018868
2024-01;0087296244;Busigny;308;6930;95.555555556
2024-01;0087313049;Longueau;1001;13860;92.777777778
2024-01;0087317016;Boulogne Tintelleries;248;9672;97.435897436
2024-01;0087317222;Hesdin;0;2166;100.0
2024-01;0087317362;Abbeville;616;3850;84.0
2024-01;0087317529;Le Tréport - Mers-les-Bains;152;5548;97.260273973
2024-01;0087334508;La Poterie;234;936;75.0
2024-01;0087342105;Bully - Grenay;0;4464;100.0
2024-01;0087342337;Saint-Pol-sur-Ternoise;0;6916;100.0
2024-01;0087342436;La Bassée - Violaines;456;7828;94.174757282
2024-01;0087345025;Lens;770;11858;93.506493507
2024-01;0087345405;Sin-le-Noble;0;1159;100.0
2024-01;0087353581;Les Ramassiers;272;1496;81.818181819
2024-01;0087353599;Saint-Martin du Touch;272;1768;84.615384616
2024-01;0087387159;Conches-en-Ouche;152;2432;93.75
2024-01;0087396044;Montbizot;0;1520;100.0
2024-01;0087396051;Teillé;0;1444;100.0
2024-01;0087396077;Vivoin - Beaumont;0;2128;100.0
2024-01;0087396358;Voivres-lès-le-Mans;0;1748;100.0
2024-01;0087396374;Noyen-sur-Sarthe;0;1444;100.0
2024-01;0087396572;Aubigné-Racan;0;1444;100.0
2024-01;0087415604;Vernon - Giverny;1404;25350;94.461538462
2024-01;0087444000;Caen;1748;27740;93.698630137
2024-01;0087447243;Carentan;448;4032;88.888888889
2024-01;0087447284;Valognes;280;4480;93.75
2024-01;0087447649;Folligny;168;1848;90.90909091
2024-01;0087448001;Flers;114;1995;94.285714286
2024-01;0087471029;Vern-sur-Seiche;78;936;91.666666667
2024-01;0087471060;L'Hermitage - Mordelles;204;1530;86.666666667
2024-01;0087471151;Guichen - Bourg-des-Comptes;64;2560;97.5
2024-01;0087471177;Pléchâtel;231;1617;85.714285715
2024-01;0087471201;Fougeray - Langon;180;1890;90.476190477
2024-01;0087471326;Corps-Nuds;520;1092;52.380952381
2024-01;0087473058;Quédillac;77;1617;95.238095239
2024-01;0087473090;Plestan;154;1463;89.473684211
2024-01;0087473116;Yffiniac;0;2970;100.0
2024-01;0087473223;Lannion;416;9776;95.744680852
2024-01;0087474262;La Roche-Maurice;90;1890;95.238095239
2024-01;0087474270;Landivisiau;59;3186;98.148148149
2024-01;0087478024;Saint-Médard-sur-Ille;0;1071;100.0
2024-01;0087478081;La Fresnais;102;1071;90.476190477
2024-01;0087478099;La Gouesnière - Cancale - Saint-Méloir-des-Ondes;51;1071;95.238095239
2024-01;0087478149;Pleudihen-sur-Rance;102;612;83.333333334
2024-01;0087478263;Pontorson - Mont-Saint-Michel;0;1232;100.0
2024-01;0087481143;Thouaré-sur-Loire;76;1976;96.153846154
2024-01;0087481200;Bouaye;76;1976;96.153846154
2024-01;0087481226;Sainte-Pazanne;152;3648;95.833333334
2024-01;0087481234;Saint-Hilaire-de-Chaléons;0;1216;100.0
2024-01;0087481242;Bourgneuf-en-Retz;0;1064;100.0
2024-01;0087481259;Les Moutiers-en-Retz;0;1216;100.0
2024-01;0087481408;Vertou;228;2508;90.90909091
2024-01;0087481424;Le Pallet;76;2584;97.05882353
2024-01;0087481457;Cugand;0;1064;100.0
2024-01;0087481598;Nort-sur-Erdre;0;2888;100.0
2024-01;0087481820;Cordemais;0;2204;100.0
2024-01;0087484303;Cholet;152;3192;95.238095239
2024-01;0087485227;Surgères;1540;11011;86.013986014
2024-01;0087485524;Pamproux;0;1027;100.0
2024-01;0087486142;Belleville-sur-Vie;178;2314;92.307692308
2024-01;0087486571;Saint-Gilles-Croix-de-Vie;76;2584;97.05882353
2024-01;0087491100;Pons;308;3696;91.666666667
2024-01;0087491472;Jarnac;1232;7854;84.313725491
2024-01;0087571216;Vendôme - Villiers-sur-Loir TGV;308;21483;98.566308244
2024-01;0087575134;Ingrandes sur Vienne;0;1078;100.0
2024-01;0087575167;Nerpuy;79;1106;92.857142858
2024-01;0087575175;Naintré;158;1264;87.5
2024-01;0087575191;Dissay;77;2156;96.428571429
2024-01;0087575365;Saint-Saviol;0;2449;100.0
2024-01;0087575480;Montmorillon;154;2618;94.117647059
2024-01;0087577403;Iteuil;154;1232;87.5
2024-01;0087581314;Lesparre-Médoc;150;2325;93.548387097
2024-01;0087582403;Gazinet Cestas;375;7950;95.283018868
2024-01;0087582635;La Hume;75;2475;96.96969697
2024-01;0087582692;Saint-Médard-d'Eyrans;150;2550;94.117647059
2024-01;0087582734;Podensac;150;2700;94.444444445
2024-01;0087582742;Cérons;150;3375;95.555555556
2024-01;0087582833;Saint-Pierre-d'Aurillac;0;1650;100.0
2024-01;0087584136;Castillon-la-Bataille;460;4140;88.888888889
2024-01;0087584243;Lamonzie-Saint-Martin;76;988;92.307692308
2024-01;0087584441;Lalinde;76;2660;97.142857143
2024-01;0087584607;Saint-Médard-de-Guizières;0;1848;100.0
2024-01;0087584722;Saint-Sulpice - Izon;144;1224;88.235294118
2024-01;0087586412;Laroque-Timbaut;0;1064;100.0
2024-01;0087590349;Babinière;0;2280;100.0
2024-01;0087592048;Les Bardys;0;1353;100.0
2024-01;0087592055;Saint-Priest-Taurion;0;820;100.0
2024-01;0087592246;Solignac - Le Vigen;123;1066;88.461538462
2024-01;0087592279;Magnac - Vicq;123;1189;89.655172414
2024-01;0087592295;La Porcherie;41;861;95.238095239
2024-01;0087592311;Ambazac;82;1599;94.871794872
2024-01;0087592345;Saint-Sulpice-Laurière;82;2296;96.428571429
2024-01;0087592485;Bellac;123;1230;90.0
2024-01;0087592741;Bussière-Galant;123;1886;93.47826087
2024-01;0087594499;Tulle;152;11400;98.666666667
2024-01;0087594820;Masseret;123;1066;88.461538462
2024-01;0087595165;Château-l'Évêque;76;1292;94.117647059
2024-01;0087595249;Saint-Astier;0;5472;100.0
2024-01;0087595298;Mussidan;342;5586;93.877551021
2024-01;0087595512;Niversac;114;3762;96.96969697
2024-01;0087595553;Limeyrat;0;918;100.0
2024-01;0087595702;Les Versannes;0;760;100.0
2024-01;0087595744;Le Bugue;0;760;100.0
2024-01;0087595769;Siorac-en-Périgord;0;2052;100.0
2024-01;0087595892;Villefranche-du-Périgord;76;1140;93.333333334
2024-01;0087597609;Guéret;41;2009;97.959183674
2024-01;0087597740;Lavaufranche;41;574;92.857142858
2024-01;0087597823;Aubusson;36;432;91.666666667
2024-01;0087611301;Saint-Agne;1232;10164;87.878787879
2024-01;0087611657;Saint-Jory;1027;6478;84.146341464
2024-01;0087615112;Lézignan-Corbières;684;12616;94.578313254
2024-01;0087615187;Alet-les-Bains;76;1368;94.444444445
2024-01;0087615369;Montastruc-la-Conseillère;870;6177;85.915492958
2024-01;0087641001;Montluçon;228;12312;98.148148149
2024-01;0087645002;Aurillac;152;7524;97.97979798
2024-01;0087671008;Tarbes;1001;28490;96.486486487
2024-01;0087672162;Assat;75;900;91.666666667
2024-01;0087672253;Orthez;900;7500;88.0
2024-01;0087672618;Gan;75;900;91.666666667
2024-01;0087672634;Buzy en Béarn;150;975;84.615384616
2024-01;0087672725;Oloron-Sainte-Marie;300;2700;88.888888889
2024-01;0087672766;Sarrance;75;900;91.666666667
2024-01;0087673095;Boucau;75;1800;95.833333334
2024-01;0087673269;Saint-Geours-de-Maremne;75;2625;97.142857143
2024-01;0087673459;Guéthary;75;1200;93.75
2024-01;0087673616;Villefranque;75;750;90.0
2024-01;0087673640;Halsou - Larressore;0;600;100.0
2024-01;0087673707;Ossès - Saint-Martin-d'Arrossa;0;900;100.0
2024-01;0087673723;Saint-Jean-Pied-de-Port;150;1950;92.307692308
2024-01;0087683003;Sens;375;10500;96.428571429
2024-01;0087683227;Saint-Julien-du-Sault;0;2025;100.0
2024-01;0087683268;Laroche - Migennes;525;13350;96.067415731
2024-01;0087688887;Montpellier Sud de France;3003;50512;94.054878049
2024-01;0087694307;Montchanin;228;1824;87.5
2024-01;0087694570;Autun;76;2736;97.222222223
2024-01;0087696492;Cercy-la-Tour;76;3040;97.5
2024-01;0087710731;École-Valentin;150;2475;93.93939394
2024-01;0087713347;Auxonne;228;3648;93.75
2024-01;0087713545;Beaune;456;9576;95.238095239
2024-01;0087715326;Champagnole;152;3040;95.0
2024-01;0087718239;Lons-le-Saunier;228;9728;97.65625
2024-01;0087718528;L'Hôpital-du-Grosbois;75;2250;96.666666667
2024-01;0087721506;Ecully - Tassin;152;2736;94.444444445
2024-01;0087723395;La Verpillière;228;5016;95.454545455
2024-01;0087723429;Bourgoin-Jallieu;684;11400;94.0
2024-01;0087723494;Saint-André-le-Gaz;152;5016;96.96969697
2024-01;0087723700;Sathonay - Rillieux;304;4408;93.103448276
2024-01;0087726190;Saint-Étienne Bellevue;304;2660;88.571428572
2024-01;0087726208;Veauche - Saint-Galmier;152;3800;96.0
2024-01;0087726430;Saint-Romain-le-Puy;76;2052;96.296296297
2024-01;0087726802;Roanne;222;5698;96.103896104
2024-01;0087734004;Clermont-Ferrand;1444;27968;94.836956522
2024-01;0087734053;Riom - Châtel-Guyon;1596;18088;91.176470589
2024-01;0087734475;Thiers;152;6384;97.61904762
2024-01;0087741074;Culoz;304;3572;91.489361703
2024-01;0087741132;Aix-les-Bains le Revard;1596;26296;93.930635839
2024-01;0087741645;Albertville;1064;11628;90.849673203
2024-01;0087743351;Nurieux-Volognat;76;3876;98.039215687
2024-01;0087745620;Perrignier;532;2204;75.862068966
2024-01;0087746347;Marignier;150;2400;93.75
2024-01;0087746370;Cluses;1140;10944;89.583333334
2024-01;0087747287;Voiron;608;11552;94.736842106
2024-01;0087747402;Grenoble Universités - Gières;228;4180;94.545454546
2024-01;0087747519;Le Pont-de-Claix;152;2660;94.285714286
2024-01;0087751008;Marseille Saint-Charles;10020;41640;75.936599424
2024-01;0087751370;Meyrargues;304;2888;89.473684211
2024-01;0087753202;Saint-Chamas;231;2310;90.0
2024-01;0087753251;Rognac;616;5544;88.888888889
2024-01;0087753418;Istres;539;5159;89.552238806
2024-01;0087753509;Martigues;308;5929;94.805194806
2024-01;0087753681;Saint-Martin-de-Crau;380;2888;86.842105264
2024-01;0087755405;Le Luc - Le Cannet;228;2204;89.655172414
2024-01;0087756361;Villefranche-sur-Mer;847;11242;92.465753425
2024-01;0087756387;Èze;308;4312;92.857142858
2024-01;0087757500;Fréjus;1848;8855;79.130434783
2024-01;0087757666;Juan les Pins;1617;9394;82.786885246
2024-01;0087761544;Gare routière de La-Voulte-sur-Rhône;76;988;92.307692308
2024-01;0087761650;Romans - Bourg-de-Péage;228;3648;93.75
2024-01;0087761841;Die;76;2812;97.297297298
2024-01;0087764001;Montélimar;304;13832;97.802197803
2024-01;0087764357;Bollène La Croisière;228;3724;93.877551021
2024-01;0087765107;Orange;1064;8740;87.826086957
2024-01;0087765826;Entraigues-sur-la-Sorgue;0;1520;100.0
2024-01;0087773465;Saint-Aunès;0;1734;100.0
