Mois;UIC;Nom gare;Nombre de non-conformités;Nombre d'observations;Taux de conformité
2022-09;0087582841;Caudrot;0;1800;100.0
2022-09;0087582866;La Réole;375;3450;89.130434783
2022-09;0087582882;Lamothe-Landerron;150;1500;90.0
2022-09;0087584136;Castillon-la-Bataille;115;4140;97.222222223
2022-09;0087584193;Sainte-Foy-la-Grande;456;5244;91.304347827
2022-09;0087584466;Mauzac-et-Grand-Castang;0;988;100.0
2022-09;0087584474;Trémolat;0;912;100.0
2022-09;0087584508;Saint-Denis-de-Pile;74;1332;94.444444445
2022-09;0087586438;Penne-d'Agenais;152;3344;95.454545455
2022-09;0087586453;Monsempron-Libos;0;2812;100.0
2022-09;0087595249;Saint-Astier;228;5472;95.833333334
2022-09;0087595264;Saint-Léon-sur-l'Isle;0;1140;100.0
2022-09;0087595272;Neuvic;76;1444;94.736842106
2022-09;0087595736;Les Eyzies-de-Tayac-Sireuil;0;2204;100.0
2022-09;0087595744;Le Bugue;0;760;100.0
2022-09;0087611244;Montauban Ville Bourbon;1078;24948;95.679012346
2022-09;0087611657;Saint-Jory;632;6162;89.743589744
2022-09;0087611764;Aubiet;510;1275;60.0
2022-09;0087611921;Colomiers Lycée International;140;2380;94.117647059
2022-09;0087611939;Lardenne;68;1156;94.117647059
2022-09;0087613000;Cahors;385;11935;96.774193549
2022-09;0087615120;Couffoulens - Leuc;76;1444;94.736842106
2022-09;0087615369;Montastruc-la-Conseillère;609;5568;89.0625
2022-09;0087671016;Mont-de-Marsan;150;4650;96.774193549
2022-09;0087671495;Saint-Martin-d'Oney;75;1125;93.333333334
2022-09;0087672337;Peyrehorade;225;2250;90.0
2022-09;0087672725;Oloron-Sainte-Marie;0;1875;100.0
2022-09;0087673202;Dax;2700;29175;90.745501286
2022-09;0087673251;Saubusse;225;2625;91.428571429
2022-09;0087673277;Saint-Vincent-de-Tyrosse;525;4875;89.230769231
2022-09;0087673400;Biarritz;675;22200;96.95945946
2022-09;0087673616;Villefranque;0;675;100.0
2022-09;0087683102;Villeneuve-la-Guyard;300;2700;88.888888889
2022-09;0087683268;Laroche - Migennes;1350;13350;89.88764045
2022-09;0087683318;Saint-Florentin - Vergigny;225;2550;91.176470589
2022-09;0087694307;Montchanin;152;4408;96.551724138
2022-09;0087694687;Paray-le-Monial;76;3268;97.674418605
2022-09;0087696195;La Charité-sur-Loire;76;4712;98.387096775
2022-09;0087696260;Saincaize-Meauce;76;2812;97.297297298
2022-09;0087696450;Imphy;76;2204;96.551724138
2022-09;0087696534;Luzy;75;1650;95.454545455
2022-09;0087713131;Montbard;608;10564;94.244604317
2022-09;0087713198;Tonnerre;375;3825;90.196078432
2022-09;0087718296;Saint-Amour;152;3192;95.238095239
2022-09;0087718320;Saint-Vit;300;2325;87.096774194
2022-09;0087718502;Saône;69;2277;96.96969697
2022-09;0087718544;Valdahon;75;3075;97.56097561
2022-09;0087721506;Ecully - Tassin;152;2736;94.444444445
2022-09;0087722561;Chasse-sur-Rhône;76;1672;95.454545455
2022-09;0087722587;Vienne;304;11096;97.260273973
2022-09;0087723197;Lyon Part Dieu;7600;70528;89.224137932
2022-09;0087725622;Tournus;0;4180;100.0
2022-09;0087726877;Feurs;76;3268;97.674418605
2022-09;0087726901;Saint-Étienne Carnot;608;4180;85.454545455
2022-09;0087734202;Issoire;532;8588;93.805309735
2022-09;0087734350;Langogne;68;4556;98.507462687
2022-09;0087741645;Albertville;608;13680;95.555555556
2022-09;0087742007;Modane;532;8664;93.859649123
2022-09;0087745620;Perrignier;228;2204;89.655172414
2022-09;0087746412;Magland;0;1575;100.0
2022-09;0087747287;Voiron;1748;16948;89.686098655
2022-09;0087747493;Pontcharra sur Bréda;304;4180;92.727272728
2022-09;0087747576;Vif;76;2812;97.297297298
2022-09;0087751008;Marseille Saint-Charles;4920;39420;87.519025876
2022-09;0087753251;Rognac;231;6314;96.341463415
2022-09;0087753442;Fos-sur-Mer;0;1694;100.0
2022-09;0087753558;Sausset-les-Pins;462;4312;89.285714286
2022-09;0087753764;Salon-de-Provence;380;2052;81.481481482
2022-09;0087755264;La Seyne - Six-Fours;836;8360;90.0
2022-09;0087755421;Vidauban;76;760;90.0
2022-09;0087756478;Carnoles;693;8085;91.428571429
2022-09;0087757575;Le Trayas;231;1694;86.363636364
2022-09;0087757591;Mandelieu-la-Napoule;539;5929;90.90909091
2022-09;0087757617;Cannes La Bocca;462;4158;88.888888889
2022-09;0087757625;Cannes;14364;81396;82.352941177
2022-09;0087761007;Valence Ville;532;13376;96.022727273
2022-09;0087761106;Saint-Rambert-d'Albon;304;3724;91.836734694
2022-09;0087761130;Saint-Vallier sur Rhône;76;2052;96.296296297
2022-09;0087761247;Livron-sur-Drôme;304;4408;93.103448276
2022-09;0087761783;Crest;76;2508;96.96969697
2022-09;0087761841;Die;228;2812;91.891891892
2022-09;0087763250;Aspres-sur-Buëch;532;3648;85.416666667
2022-09;0087763425;Chorges;684;4484;84.745762712
2022-09;0087763466;Embrun;836;5320;84.285714286
2022-09;0087763607;Briançon;988;6004;83.544303798
2022-09;0087763755;Laragne-Montéglin;912;3648;75.0
2022-09;0087765008;Avignon Centre;3496;31084;88.753056235
2022-09;0087765180;Courthézon;0;2964;100.0
2022-09;0087765412;Montfavet;228;1824;87.5
2022-09;0087765453;Le Thor;0;1368;100.0
2022-09;0087765826;Entraigues-sur-la-Sorgue;152;1672;90.90909091
2022-09;0087775346;Boucoiran-et-Nozières;306;3264;90.625
2022-09;0087775791;Générac;77;1232;93.75
2022-09;0087775833;Aimargues;77;1232;93.75
2022-09;0087775858;Aigues-Mortes;77;3619;97.872340426
2022-09;0087781062;Port-la-Nouvelle;304;3344;90.90909091
2022-09;0087781609;Bédarieux;304;3876;92.156862746
2022-09;0087783001;Millau;340;7208;95.283018868
2022-09;0087783241;Saint-Chély-d'Apcher;68;3672;98.148148149
2022-09;0087783282;Marvejols;68;3604;98.113207548
2022-09;0087783290;Chirac;0;1224;100.0
2022-09;0087783530;Chanac;0;816;100.0
2022-09;0087783670;Belvezet;0;748;100.0
2022-09;0087784009;Perpignan;1064;46740;97.723577236
2022-09;0087784207;Elne;76;2736;97.222222223
2022-09;0087784298;Banyuls-sur-Mer;76;2888;97.368421053
2022-09;0087784637;Prades - Molitg-les-Bains;76;2052;96.296296297
2022-09;0087784686;Villefranche - Vernet-les-Bains;0;2684;100.0
2022-09;0087784736;Nyer;0;488;100.0
2022-09;0087784769;Fontpédrouse;0;488;100.0
2022-10;0087111864;Balsièges Bourg;0;748;100.0
2022-10;0087141291;Neufchâteau;158;3555;95.555555556
2022-10;0087141796;Marbache;0;1584;100.0
2022-10;0087141812;Dieulouard;308;3157;90.24390244
2022-10;0087141820;Pont-à-Mousson;1216;22800;94.666666667
2022-10;0087171330;Fismes;300;8700;96.551724138
2022-10;0087171512;Dormans;154;2541;93.93939394
2022-10;0087172254;Sedan;1140;31388;96.368038741
2022-10;0087182238;Altkirch;975;17625;94.468085107
2022-10;0087191114;Hagondange;4543;34265;86.741573034
2022-10;0087191635;Sierck-les-Bains;0;768;100.0
2022-10;0087191734;Rombas - Clouange;106;1961;94.594594595
2022-10;0087191742;Gandrange - Amnéville;154;2618;94.117647059
2022-10;0087192229;Sanry-sur-Nied;48;720;93.333333334
2022-10;0087192401;Ars-sur-Moselle;156;4056;96.153846154
2022-10;0087192435;Onville;0;1650;100.0
2022-10;0087192732;Valleroy - Moineville;192;1680;88.571428572
2022-10;0087193003;Forbach;988;13376;92.613636364
2022-10;0087194001;Longwy;1001;14091;92.896174864
2022-10;0087213421;Soultz-sous-Forêts;0;1683;100.0
2022-10;0087213447;Hoffen;0;1000;100.0
2022-10;0087214247;Barr;0;3040;100.0
2022-10;0087214577;Molsheim;152;5396;97.183098592
2022-10;0087214692;Schirmeck - La Broque;228;2584;91.176470589
2022-10;0087271007;Paris Gare du Nord;5624;108756;94.828791056
2022-10;0087276691;Compiègne;456;19456;97.65625
2022-10;0087276725;Chambly;0;9856;100.0
2022-10;0087281071;Calais - Fréthun;1748;54720;96.805555556
2022-10;0087286112;Loos lez Lille;0;10416;100.0
2022-10;0087286278;Pérenchies;496;7068;92.982456141
2022-10;0087286401;Santes;152;4560;96.666666667
2022-10;0087286419;Wavrin;0;5472;100.0
2022-10;0087295048;Fourmies;0;6080;100.0
2022-10;0087296442;Tergnier;385;10318;96.268656717
2022-10;0087296616;Chauny;660;9504;93.055555556
2022-10;0087313049;Longueau;308;13860;97.777777778
2022-10;0087313874;Amiens;304;4332;92.982456141
2022-10;0087317065;Étaples - Le Touquet;248;15376;98.387096775
2022-10;0087317222;Hesdin;0;2166;100.0
2022-10;0087317339;Marquise - Rinxent;124;11160;98.888888889
2022-10;0087324095;Futuroscope;616;13244;95.34883721
2022-10;0087342105;Bully - Grenay;0;8928;100.0
2022-10;0087342139;Nœux-les-Mines;0;3344;100.0
2022-10;0087342279;Isbergues;0;3496;100.0
2022-10;0087343319;Raismes;473;4515;89.523809524
2022-10;0087343400;Trith-Saint-Léger;88;748;88.235294118
2022-10;0087345165;Dourges;304;4484;93.220338984
2022-10;0087345314;Somain;1976;4560;56.666666667
2022-10;0087345447;Aubigny-au-Bac;0;1100;100.0
2022-10;0087384008;Paris Saint-Lazare;1976;55708;96.452933152
2022-10;0087387001;Évreux Normandie;1444;23484;93.851132687
2022-10;0087391003;Paris Montparnasse;4864;113772;95.7247829
2022-10;0087415877;Val-de-Reuil;760;12768;94.047619048
2022-10;0087444299;Bernay;608;11400;94.666666667
2022-10;0087444315;Serquigny;385;8624;95.535714286
2022-10;0087474221;La Forest-Landerneau;90;1890;95.238095239
2022-10;0087476606;Vannes;1425;32680;95.639534884
2022-10;0087476689;Malansac;180;1890;90.476190477
2022-10;0087478016;Saint-Germain-sur-Ille;102;1071;90.476190477
2022-10;0087478099;La Gouesnière - Cancale - Saint-Méloir-des-Ondes;102;1071;90.476190477
2022-10;0087478107;Saint-Malo;1128;22654;95.020746888
2022-10;0087481002;Nantes;3952;47044;91.599353797
2022-10;0087481200;Bouaye;152;1976;92.307692308
2022-10;0087481283;Pornic;152;1900;92.0
2022-10;0087481747;Pornichet;152;2432;93.75
2022-10;0087484006;Angers Saint-Laud;3952;47804;91.73290938
2022-10;0087484303;Cholet;532;3344;84.090909091
2022-10;0087485300;Niort;2002;30184;93.367346939
2022-10;0087485326;Fors;77;616;87.5
2022-10;0087485334;Marigny;0;632;100.0
2022-10;0087485474;La Crèche;231;1463;84.210526316
2022-10;0087486316;Fougeré;0;760;100.0
2022-10;0087486324;Bournezeau;0;836;100.0
2022-10;0087486332;Chantonnay;0;1672;100.0
2022-10;0087491449;Cognac;2926;10934;73.23943662
2022-10;0087543017;Les Aubrais;1463;11319;87.074829932
2022-10;0087575191;Dissay;0;1078;100.0
2022-10;0087575290;Vivonne;158;1659;90.476190477
2022-10;0087575357;Épanvilliers;0;1078;100.0
2022-10;0087580340;Arenc Euroméditerranée;77;2464;96.875
2022-10;0087581256;Pauillac;75;2625;97.142857143
2022-10;0087581538;Caudéran Mérignac;76;2812;97.297297298
2022-10;0087581710;Parempuyre;0;975;100.0
2022-10;0087581728;Blanquefort;225;3000;92.5
2022-10;0087582403;Gazinet Cestas;75;8025;99.065420561
2022-10;0087582445;Marcheprime;150;3375;95.555555556
2022-10;0087582478;Biganos Facture;300;9150;96.721311476
2022-10;0087582536;Ychoux;375;5925;93.670886076
2022-10;0087582866;La Réole;150;3450;95.652173914
2022-10;0087583849;Ruffec;77;3542;97.826086957
2022-10;0087584102;Saint-Émilion;231;1925;88.0
2022-10;0087584177;Vélines;0;1748;100.0
2022-10;0087584235;Gardonne;0;1748;100.0
2022-10;0087584508;Saint-Denis-de-Pile;148;1332;88.888888889
2022-10;0087584532;Les Églisottes-et-Chalaures;148;1628;90.90909091
2022-10;0087590349;Babinière;0;2280;100.0
2022-10;0087595124;Thiviers;342;4788;92.857142858
2022-10;0087595165;Château-l'Évêque;0;1292;100.0
2022-10;0087595512;Niversac;0;2622;100.0
2022-10;0087595744;Le Bugue;0;760;100.0
2022-10;0087595892;Villefranche-du-Périgord;76;1140;93.333333334
2022-10;0087611244;Montauban Ville Bourbon;1078;24948;95.679012346
2022-10;0087611772;Gimont Cahuzac;85;3995;97.872340426
2022-10;0087611806;L'Isle-Jourdain;588;6216;90.540540541
2022-10;0087611830;Pibrac;70;3150;97.777777778
2022-10;0087611848;Montrabé;336;2604;87.096774194
2022-10;0087615146;Pomas;77;1386;94.444444445
2022-10;0087615211;Espéraza;152;1368;88.888888889
2022-10;0087618116;Pins-Justaret;516;3096;83.333333334
2022-10;0087641001;Montluçon;228;11400;98.0
2022-10;0087671495;Saint-Martin-d'Oney;75;1125;93.333333334
2022-10;0087672337;Peyrehorade;300;2250;86.666666667
2022-10;0087672766;Sarrance;75;1800;95.833333334
2022-10;0087672774;Bedous;75;1200;93.75
2022-10;0087673202;Dax;1425;22725;93.729372938
2022-10;0087673400;Biarritz;975;22350;95.637583893
2022-10;0087673657;Cambo-les-Bains;150;1500;90.0
2022-10;0087677005;Hendaye;900;18450;95.12195122
2022-10;0087683532;Chemilly - Appoigny;75;2550;97.05882353
2022-10;0087691949;Bidos;75;975;92.307692308
2022-10;0087694000;Le Creusot;152;3116;95.12195122
2022-10;0087694570;Autun;76;2736;97.222222223
2022-10;0087696146;Cosne-sur-Loire;76;4712;98.387096775
2022-10;0087696260;Saincaize-Meauce;76;2812;97.297297298
2022-10;0087696534;Luzy;75;1650;95.454545455
2022-10;0087713412;Dole;456;12768;96.428571429
2022-10;0087713578;Chagny;462;5082;90.90909091
2022-10;0087713651;Saint-Jean-de-Losne;76;4104;98.148148149
2022-10;0087718528;L'Hôpital-du-Grosbois;75;2250;96.666666667
2022-10;0087721431;L'Arbresle;76;4408;98.275862069
2022-10;0087723759;Villars-les-Dombes;304;4788;93.650793651
2022-10;0087725689;Mâcon;1140;13908;91.803278689
2022-10;0087726448;Montbrison;76;3572;97.872340426
2022-10;0087726877;Feurs;76;3116;97.56097561
2022-10;0087726901;Saint-Étienne Carnot;608;4180;85.454545455
2022-10;0087734053;Riom - Châtel-Guyon;760;12160;93.75
2022-10;0087734202;Issoire;304;8056;96.226415095
2022-10;0087734319;Langeac;63;2646;97.61904762
2022-10;0087734871;Massiac - Blesle;76;3040;97.5
2022-10;0087741132;Aix-les-Bains le Revard;1368;26296;94.797687862
2022-10;0087741728;Moûtiers - Salins - Brides-les-Bains;684;18772;96.356275304
2022-10;0087743716;Ambérieu-en-Bugey;2356;19076;87.649402391
2022-10;0087746206;Pringy;75;1050;92.857142858
2022-10;0087746248;Groisy - Thorens - La Caille;0;2175;100.0
2022-10;0087746784;Chamonix-Mont-Blanc;0;7600;100.0
2022-10;0087747287;Voiron;684;11172;93.877551021
2022-10;0087747402;Grenoble Universités - Gières;152;4180;96.363636364
2022-10;0087751321;Manosque - Gréoux-les-Bains;1140;6004;81.012658228
2022-10;0087751438;Simiane;760;8664;91.228070176
2022-10;0087751602;L'Estaque;308;3003;89.743589744
2022-10;0087751701;Saint-Marcel;152;2584;94.117647059
2022-10;0087751776;Cassis;304;5928;94.871794872
2022-10;0087753202;Saint-Chamas;231;2310;90.0
2022-10;0087753566;Carry-le-Rouet;462;4389;89.473684211
2022-10;0087755223;Bandol;304;5624;94.594594595
2022-10;0087756304;Villeneuve-Loubet;1078;4081;73.584905661
2022-10;0087756320;Cagnes-sur-Mer;1155;12089;90.445859873
2022-10;0087756346;Saint-Laurent-du-Var;1463;10241;85.714285715
2022-10;0087756379;Beaulieu-sur-Mer;693;8778;92.105263158
2022-10;0087756387;Èze;231;4235;94.545454546
2022-10;0087756460;Roquebrune-Cap-Martin;231;5005;95.384615385
2022-10;0087756486;Menton;5775;41426;86.059479554
2022-10;0087757500;Fréjus;1463;8316;82.407407408
2022-10;0087757542;Le Dramont;308;1925;84.0
2022-10;0087757559;Agay;77;2002;96.153846154
2022-10;0087757575;Le Trayas;231;1694;86.363636364
2022-10;0087757591;Mandelieu-la-Napoule;1617;8932;81.896551725
2022-10;0087757690;Biot;924;4235;78.181818182
2022-10;0087761718;Saint-Marcellin;152;4560;96.666666667
2022-10;0087763425;Chorges;380;4484;91.525423729
2022-10;0087763607;Briançon;532;6004;91.139240507
2022-10;0087763722;Serres;456;3648;87.5
2022-10;0087765446;Gadagne;76;1216;93.75
2022-10;0087765453;Le Thor;76;1976;96.153846154
2022-10;0087765503;Cavaillon;152;4028;96.226415095
2022-10;0087765735;Carpentras;152;3040;95.0
2022-10;0087765818;Monteux;228;2128;89.285714286
2022-10;0087773200;Sète;1292;33288;96.118721462
2022-10;0087773465;Saint-Aunès;102;1734;94.117647059
2022-10;0087775072;Saint-Césaire;231;2464;90.625
2022-10;0087775239;Sainte-Cécile-d'Andorge;0;1734;100.0
2022-10;0087775833;Aimargues;0;1232;100.0
2022-10;0087775841;Saint-Laurent-d'Aigouze;0;616;100.0
2022-10;0087781575;Lunas;70;630;88.888888889
2022-10;0087783001;Millau;272;7344;96.296296297
2022-10;0087783241;Saint-Chély-d'Apcher;136;3536;96.153846154
2022-10;0087783290;Chirac;0;1224;100.0
2022-10;0087783365;Sévérac-d'Aveyron;340;4012;91.525423729
2022-10;0087783456;Tournemire - Roquefort;0;1496;100.0
2022-10;0087783514;Les Salelles;0;816;100.0
2022-10;0087783548;Le Bruel;0;748;100.0
2022-10;0087783654;Allenc;0;816;100.0
2022-10;0087784009;Perpignan;1140;43244;97.363796134
2022-10;0087784512;Le Soler;0;1064;100.0
2022-10;0087784736;Nyer;0;488;100.0
2022-10;0087784777;Sauto;0;488;100.0
2022-10;0087784785;Planès;0;488;100.0
2022-10;0087784801;Bolquère - Eyne;0;488;100.0
2022-10;0087784835;Saillagouse;0;488;100.0
2022-10;0087784876;Bourg-Madame;0;1464;100.0
2022-10;0087784884;Ur - Les Escaldes;0;488;100.0
2022-11;0087111849;Marne-la-Vallée Chessy;1976;33440;94.090909091
2022-11;0087141788;Pompey;72;1872;96.153846154
2022-11;0087141820;Pont-à-Mousson;836;13680;93.888888889
2022-11;0087142000;Chaumont;532;18240;97.083333334
2022-11;0087144626;Raon-l'Étape;237;4266;94.444444445
2022-11;0087171009;Reims;770;38346;97.991967872
2022-11;0087171553;Épernay;1672;23484;92.8802589
2022-11;0087172007;Charleville-Mézières;760;43776;98.263888889
2022-11;0087172254;Sedan;760;26904;97.175141243
2022-11;0087174003;Châlons-en-Champagne;1672;19988;91.634980989
2022-11;0087175828;Pagny-sur-Meuse;0;1584;100.0
2022-11;0087191114;Hagondange;3003;23100;87.0
2022-11;0087191163;Hettange-Grande;0;5292;100.0
2022-11;0087192039;Metz;2432;48108;94.944707741
2022-11;0087192427;Novéant-sur-Moselle;0;4104;100.0
2022-11;0087192732;Valleroy - Moineville;0;912;100.0
2022-11;0087193276;Hombourg-Haut;0;816;100.0
2022-11;0087212183;Dettwiller;150;1500;90.0
2022-11;0087213058;Haguenau;308;16863;98.173515982
2022-11;0087213744;Wingen-sur-Moder;0;2277;100.0
2022-11;0087213785;Ingwiller;0;3861;100.0
2022-11;0087214692;Schirmeck - La Broque;152;2584;94.117647059
2022-11;0087215079;Réding;75;2175;96.551724138
2022-11;0087215632;Oermingen;0;1500;100.0
2022-11;0087271494;Aéroport Charles de Gaulle 2 TGV;1230;36736;96.651785715
