UIC;Nom gare;Taux de conformité moyen
87317529;Le Tréport - Mers-les-Bains;95.52
87317586;Boulogne-sur-Mer;99.34
87318964;Avignon TGV;94.72
87319012;Aix-en-Provence TGV;99.6
87321745;Penhoët;94.74
87323675;Montluçon Rimard;97.62
87324095;Futuroscope;92.53
87328021;Les Cauquillous;90.91
87334490;Cesson-Sévigné;90.0
87334508;La Poterie;85.42
87338517;Hoenheim Tram;89.62
87338525;Krimmeri Meinau;97.81
87342006;Béthune;89.81
87342014;Arras;94.15
87342105;Bully - Grenay;98.91
87342139;Nœux-les-Mines;98.48
87342238;Lillers;94.72
87342279;Isbergues;99.51
87342337;Saint-Pol-sur-Ternoise;92.32
87342436;La Bassée - Violaines;94.29
87342543;Calonne-Ricouart;100.0
87342584;Avion;96.19
87343004;Valenciennes;95.77
87343103;Saint-Amand-les-Eaux;95.52
87345009;Douai;91.45
87345025;Lens;91.77
87345140;Billy-Montigny;96.94
87345157;Hénin-Beaumont;95.94
87345165;Dourges;92.72
87345223;Leforest;97.14
87345256;Libercourt;89.98
87345306;Montigny-en-Ostrevent;91.8
87345314;Somain;82.0
87345405;Sin-le-Noble;100.0
87345447;Aubigny-au-Bac;100.0
87345520;Cambrai;91.39
87345561;Caudry;95.69
87353573;Le Toec;92.58
87353581;Les Ramassiers;85.1
87353599;Saint-Martin du Touch;90.35
87354589;Saint-Sébastien Pas Enchantés;97.79
87354597;Saint-Sébastien Frêne Rond;94.12
87384008;Paris Saint-Lazare;95.72
87387001;Évreux Normandie;91.65
87387092;Bueil;90.0
87387159;Conches-en-Ouche;92.5
87391003;Paris Montparnasse;94.19
87393595;Verneuil-sur-Avre;93.85
87393702;Massy TGV;95.5
87394007;Chartres;95.82
87396002;Le Mans;92.41
87396028;Neuville-sur-Sarthe;100.0
87396036;La Guierche;100.0
87396044;Montbizot;97.37
87396051;Teillé;100.0
87396077;Vivoin - Beaumont;98.08
87396093;La Hutte Coulombiers;100.0
87396200;Domfront-en-Champagne;97.43
87396218;Conlie;97.9
87396234;Sillé-le-Guillaume;88.73
87396275;Champagné;96.69
87396283;Saint-Mars-la-Brière;100.0
87396291;Montfort-le-Gesnois;100.0
87396309;Connerré - Beillé;98.28
87396317;Sceaux - Boëssé;98.53
87396325;La Ferté-Bernard;99.27
87396358;Voivres-lès-le-Mans;100.0
87396366;La Suze;100.0
87396374;Noyen-sur-Sarthe;97.73
87396408;Sablé-sur-Sarthe;98.24
87396549;Arnage;100.0
87396556;Laigné - Saint-Gervais;98.86
87396564;Écommoy;99.88
87396572;Aubigné-Racan;100.0
87396580;Mayet;97.82
87396598;Vaas;100.0
87396606;Château-du-Loir;98.75
87401323;Mouans-Sartoux;95.31
87411017;Rouen Rive Droite;95.42
87411173;Elbeuf - Saint-Aubin;94.42
87411207;Oissel;95.02
87411249;Maromme;89.73
87411256;Malaunay - Le Houlme;95.77
87411264;Barentin;84.41
87411470;Serqueux;87.76
87413013;Le Havre;96.79
87413344;Bréauté - Beuzeville;93.74
87413385;Yvetot;95.49
87413542;Fécamp;88.34
87415018;Dieppe;92.76
87415158;Auffay;87.21
87415604;Vernon - Giverny;89.05
87415620;Gaillon - Aubevoye;88.6
87415877;Val-de-Reuil;91.28
87437798;La Rochelle Porte Dauphine;72.31
87437806;Aytré Plage;72.73
87439554;Vitrolles Aéroport Marseille Provence;96.41
87444000;Caen;90.26
87444067;Bayeux;90.57
87444208;Mézidon-Canon;90.84
87444265;Lisieux;92.15
87444299;Bernay;92.4
87444315;Serquigny;91.81
87444349;Pont-l'Évêque;83.56
87444372;Trouville - Deauville;92.01
87444539;Argentan;93.12
87444562;Surdon;84.71
87444638;L'Aigle;92.92
87444711;Alençon;88.52
87444877;Cherbourg-en-Cotentin;93.94
87446179;Saint-Cyprien Arènes;79.8
87447003;Saint-Lô;92.2
87447110;Coutances;89.51
87447219;Lison;93.02
87447243;Carentan;93.61
87447284;Valognes;91.56
87447649;Folligny;89.78
87447680;Granville;92.82
87447698;Villedieu-les-Poêles;89.5
87448001;Flers;94.03
87448084;Briouze;82.32
87448159;Vire;89.03
87471003;Rennes;91.5
87471029;Vern-sur-Seiche;97.92
87471037;Bruz;85.71
87471045;Betton;86.37
87471052;Saint-Jacques-de-la-Lande;94.05
87471060;L'Hermitage - Mordelles;94.25
87471078;Montfort-sur-Meu;84.85
87471086;Montauban-de-Bretagne;86.14
87471094;La Brohinière;92.6
87471102;Breteil;91.67
87471144;Laillé;97.62
87471151;Guichen - Bourg-des-Comptes;92.32
87471169;Saint-Senoux - Pléchâtel;90.74
87471177;Pléchâtel;80.95
87471185;Messac - Guipry;91.59
87471201;Fougeray - Langon;93.49
87471219;Beslé;94.44
87471227;Massérac;98.41
87471300;Redon;96.73
87471318;Saint-Armel;77.86
87471326;Corps-Nuds;67.26
87471334;Janzé;89.77
87471342;Le Theil-de-Bretagne;94.07
87471359;Retiers;87.3
87471367;Martigné-Ferchaud;74.0
87471391;Pontchaillou;88.79
87471458;Chevaigné;84.58
87471508;Vitré;84.3
87471516;Les Lacs;85.71
87471524;Châteaubourg;79.62
87471532;Servon-sur-Vilaine;94.7
87471540;Noyal - Acigné;91.19
87473009;Saint-Brieuc;94.75
87473058;Quédillac;82.14
87473066;Caulnes;94.05
87473074;Broons;92.86
87473082;Plénée-Jugon;96.43
87473090;Plestan;95.98
87473108;Lamballe;95.89
87473116;Yffiniac;94.71
87473124;La Méaugon;96.88
87473132;Plouvara - Plerneuf;95.0
87473140;Châtelaudren - Plouagat;97.73
87473165;Belle-Isle - Bégard;90.52
87473181;Plouaret Trégor;91.14
87473199;Plounérin;94.44
87473207;Guingamp;91.39
87473223;Lannion;93.32
87473264;Landébia;88.64
87473272;Plancoët;88.64
87474007;Brest;92.83
87474015;Dirinon;98.86
87474056;Pont-de-Buis;95.83
87474064;Châteaulin;97.78
87474098;Quimper;97.38
87474155;Rosporden;98.6
87474189;Bannalec;95.7
87474213;Kerhuon;95.41
87474221;La Forest-Landerneau;97.62
87474239;Landerneau;97.2
87474262;La Roche-Maurice;92.86
87474270;Landivisiau;95.99
87474296;Guimiliau;92.86
87474312;Saint-Thégonnec;94.44
87474320;Pleyber-Christ;96.43
87474338;Morlaix;93.8
87474411;Plouigneau;87.5
87476002;Lorient Bretagne Sud;98.51
87476200;Auray;99.22
87476226;Landaul - Mendon;96.43
87476234;Landévant;92.86
87476242;Brandérion;97.62
87476259;Hennebont;95.88
87476267;Les Sables Blancs;100.0
87476275;L'Isthme;100.0
87476309;Gestel;97.62
87476317;Quimperlé;95.89
87476408;Belz - Ploemel;91.67
87476416;Plouharnel - Carnac;97.62
87476424;Penthièvre;93.45
87476432;Kerhostin;95.83
87476440;Saint-Pierre-Quiberon;95.83
87476457;Quiberon;95.24
87476606;Vannes;97.19
87476648;Sainte-Anne;90.48
87476671;Questembert;97.09
87476689;Malansac;94.05
87476754;Sévérac;99.11
87476762;Saint-Gildas-des-Bois;98.86
87476770;Drefféac;100.0
87478016;Saint-Germain-sur-Ille;92.86
87478024;Saint-Médard-sur-Ille;95.24
87478032;Montreuil-sur-Ille;90.42
87478040;Dingé;85.71
87478057;Combourg;88.68
87478065;Bonnemain;95.14
87478081;La Fresnais;85.52
87478099;La Gouesnière - Cancale - Saint-Méloir-des-Ondes;94.76
87478107;Saint-Malo;90.07
87478123;Plerguer;89.58
87478131;Miniac-Morvan;87.5
87478149;Pleudihen-sur-Rance;91.67
87478156;La Hisse;87.5
87478164;Dinan;95.41
87478180;Corseul - Languenan;84.85
87478263;Pontorson - Mont-Saint-Michel;97.84
87478404;Laval;97.18
87478537;Montsûrs;100.0
87478545;Neau;100.0
87478552;Évron;93.94
87478560;Voutré;95.98
87478743;Le Genest-Saint-Isle;94.44
87478750;Port-Brillet;98.91
87478768;Saint-Pierre-la-Cour;100.0
87481002;Nantes;94.99
87481036;Rezé Pont Rousseau;93.63
87481051;Chantenay;96.3
87481069;La Basse Indre - Saint-Herblain;97.5
87481143;Thouaré-sur-Loire;95.19
87481150;Mauves-sur-Loire;97.0
87481168;Le Cellier;100.0
87481176;Boussay - La Bruffière;98.81
87481184;Oudon;96.57
87481192;Ancenis;95.81
87481200;Bouaye;94.23
87481218;Port-Saint-Père - Saint-Mars;98.75
87481226;Sainte-Pazanne;92.33
87481234;Saint-Hilaire-de-Chaléons;98.61
87481242;Bourgneuf-en-Retz;94.11
87481259;Les Moutiers-en-Retz;97.5
87481267;La Bernerie-en-Retz;95.71
87481283;Pornic;91.15
87481366;Machecoul;97.88
87481390;Challans;93.44
87481408;Vertou;93.51
87481416;La Haie-Fouassière;98.39
87481424;Le Pallet;98.55
87481432;Gorges;96.97
87481440;Clisson;95.69
87481457;Cugand;92.86
87481465;Montaigu;97.98
87481564;La Chapelle-sur-Erdre;94.38
87481598;Nort-sur-Erdre;98.68
87481614;Abbaretz;94.57
87481622;Issé;98.33
87481648;Châteaubriant;94.23
87481689;La Croix de Méan;93.33
87481697;La Baule Les Pins;97.73
87481705;Saint-Nazaire;93.12
87481713;Montoir-de-Bretagne;98.96
87481721;Donges;100.0
87481747;Pornichet;97.47
87481754;La Baule-Escoublac;98.29
87481762;Le Pouliguen;97.62
87481770;Batz-sur-Mer;100.0
87481788;Le Croisic;95.19
87481804;Couëron;94.44
87481812;Saint-Étienne-de-Montluc;99.02
87481820;Cordemais;100.0
87481838;Savenay;94.07
87481846;Pontchâteau;92.5
87484006;Angers Saint-Laud;93.25
87484048;Angers Maître École;90.62
87484139;Le Vieux Briollay;100.0
87484147;Tiercé;96.55
87484154;Étriché - Châteauneuf;99.14
87484170;Morannes;97.08
87484204;Chalonnes-sur-Loire;92.63
87484246;Chemillé-en-Anjou;96.29
87484303;Cholet;90.5
87484329;Savennières - Béhuard;98.96
87484337;La Possonnière;98.01
87484352;Champtocé-sur-Loire;98.08
87484360;Ingrandes-Le Fresne-sur-Loire;88.46
87484386;Varades - Saint-Florent le Vieil;98.39
87485003;La Rochelle;90.79
87485102;Angoulins sur Mer;79.29
87485110;Châtelaillon-Plage;86.8
87485136;Saint-Laurent-de-la-Prée - Fouras;83.84
87485144;Rochefort;94.84
87485151;Tonnay-Charente;82.41
87485185;La Jarrie;88.95
87485193;Aigrefeuille le Thou;76.89
87485227;Surgères;90.05
87485250;Mauzé-sur-le-Mignon;83.31
87485268;Prin-Deyrançon;90.31
87485300;Niort;92.88
87485326;Fors;93.25
87485334;Marigny;97.92
87485342;Beauvoir-sur-Niort;93.91
87485359;Prissé-la-Charrière;92.86
87485474;La Crèche;85.65
87485490;Saint-Maixent-L'École;89.0
87485508;La Mothe-Saint-Héray;71.6
87485524;Pamproux;84.5
87485532;Rouillé;97.36
87485540;Lusignan;74.61
87486019;La Roche-sur-Yon;94.91
87486126;L'Herbergement - Les Brouzils;99.17
87486142;Belleville-sur-Vie;98.08
87486258;Luçon;93.87
87486308;La Chaize-le-Vicomte;100.0
87486316;Fougeré;100.0
87486324;Bournezeau;100.0
87486332;Chantonnay;90.32
87486423;La Mothe-Achard;96.41
87486431;Olonne-sur-Mer;98.08
87486449;Les Sables-d'Olonne;93.56
87486563;Saint-Hilaire-de-Riez;98.53
87486571;Saint-Gilles-Croix-de-Vie;96.04
87486894;Torfou-Sèvremoine;100.0
87487009;Thouars;92.98
87487249;Bressuire;83.77
87487280;Cerizay;66.1
87487314;Pouzauges;100.0
87487603;Saumur;91.25
87487637;Montreuil-Bellay;100.0
87487843;La Bohalle;100.0
87487876;Les Rosiers-sur-Loire;99.04
87487884;La Ménitré;100.0
87487892;Saint-Mathurin-sur-Loire;97.38
87491001;Saintes;92.94
87491019;Bords;85.28
87491035;Saint-Savinien;77.27
87491076;Beillant;87.5
87491100;Pons;91.55
87491183;Montendre;85.6
87491191;Bussac-Forêt;88.06
87491209;Saint-Mariens - Saint-Yzan;91.47
87491217;Cavignac;90.48
87491225;Gauriaguet;97.36
87491233;Aubie - Saint-Antoine;94.6
87491241;Saint-André-de-Cubzac;93.44
87491258;Villeneuve-la-Comtesse;90.0
87491266;Cubzac-les-Ponts;95.83
87491274;La Grave d'Ambarès;93.29
87491282;Sainte-Eulalie - Carbon-Blanc;96.03
87491290;Loulay;88.89
87491324;Saint-Hilaire - Brizambourg;89.89
87491357;Saint-Jean-d'Angély;93.17
87491449;Cognac;90.97
87491472;Jarnac;79.82
87491506;Châteauneuf-sur-Charente;87.72
87491803;Royan;92.39
87497461;Gallieni Cancéropôle;95.18
87543009;Orléans;96.24
87543017;Les Aubrais;94.06
87547000;Paris Austerlitz;95.52
87571000;Tours;97.34
87571216;Vendôme - Villiers-sur-Loir TGV;98.62
87571240;Saint-Pierre-des-Corps;96.2
87574004;Blois - Chambord;98.52
87575001;Poitiers;94.64
87575118;Les Ormes;90.48
87575126;Dangé-Saint-Romain;93.72
87575134;Ingrandes sur Vienne;92.26
87575142;Châtellerault;96.12
87575167;Nerpuy;95.24
87575175;Naintré;87.97
87575183;La Tricherie;84.52
87575191;Dissay;91.37
87575217;Jaunay-Clan;86.36
87575225;Chasseneuil-du-Poitou;85.78
87575274;Ligugé;97.11
87575290;Vivonne;84.31
87575332;Anché - Voulon;88.43
87575357;Épanvilliers;83.12
87575365;Saint-Saviol;86.18
87575480;Montmorillon;94.08
87575498;Lathus-Saint-Rémy;82.86
87575704;Mignaloux - Nouaillé;87.0
87575845;Lussac-les-Châteaux;73.53
87576009;Vierzon;95.44
87576207;Bourges;95.76
87577403;Iteuil;88.64
87580340;Arenc Euroméditerranée;90.36
87581009;Bordeaux Saint-Jean;96.8
87581181;Ludon-Médoc;88.46
87581199;Macau;94.69
87581215;Margaux;94.38
87581231;Moulis - Listrac;93.56
87581256;Pauillac;96.82
87581314;Lesparre-Médoc;95.48
87581371;Soulac-sur-Mer;93.01
87581389;Le Verdon-sur-Mer;95.91
87581538;Caudéran Mérignac;95.53
87581595;Cenon;87.93
87581710;Parempuyre;89.69
87581728;Blanquefort;95.3
87581736;Bruges;95.18
87581751;Pessac;91.43
87581793;Pessac Alouette;91.74
87581801;Bègles;95.61
87581835;Villenave-d'Ornon;88.14
87581850;Bassens;94.79
87582403;Gazinet Cestas;88.22
87582445;Marcheprime;94.04
87582478;Biganos Facture;96.37
87582536;Ychoux;94.52
87582551;Labouheyre;94.38
87582601;Le Teich;95.66
87582619;Gujan-Mestras;97.51
87582635;La Hume;89.95
87582643;La Teste-de-Buch;91.48
87582668;Arcachon;98.16
87582684;Cadaujac;96.56
87582692;Saint-Médard-d'Eyrans;94.12
87582700;Beautiran;96.09
87582718;Portets;96.2
87582726;Arbanats;93.63
87582734;Podensac;93.29
87582742;Cérons;94.62
87582759;Barsac;96.37
87582767;Preignac;95.29
87582775;Langon;88.22
87582825;Saint-Macaire;95.42
87582833;Saint-Pierre-d'Aurillac;93.56
87582841;Caudrot;92.01
87582858;Gironde-sur-Dropt;93.75
87582866;La Réole;90.01
87582882;Lamothe-Landerron;95.0
87583005;Angoulême;92.23
87583617;La Couronne - Charente;86.75
87583674;Montmoreau;86.61
87583690;Chalais;86.95
87583823;Luxé;83.61
87583849;Ruffec;91.53
87584052;Libourne;98.21
87584102;Saint-Émilion;93.82
87584136;Castillon-la-Bataille;94.19
87584151;Lamothe-Montravel;95.3
87584177;Vélines;95.15
87584193;Sainte-Foy-la-Grande;92.21
87584201;Saint-Antoine-de-Breuilh;100.0
87584235;Gardonne;96.64
87584243;Lamonzie-Saint-Martin;96.15
87584268;Bergerac;93.97
87584425;Couze;98.09
87584441;Lalinde;92.5
87584466;Mauzac-et-Grand-Castang;96.79
87584474;Trémolat;98.71
87584508;Saint-Denis-de-Pile;94.91
87584516;Coutras;95.68
87584532;Les Églisottes-et-Chalaures;89.02
87584540;Saint-Aigulin - La Roche-Chalais;86.48
87584607;Saint-Médard-de-Guizières;99.62
87584615;Saint-Seurin-sur-l'Isle;99.48
87584714;Vayres;95.59
87584722;Saint-Sulpice - Izon;93.63
87584730;Saint-Loubès;93.25
87584755;La Gorp;95.11
87586008;Agen;95.44
87586107;Port-Sainte-Marie;93.01
87586412;Laroque-Timbaut;98.21
87586438;Penne-d'Agenais;96.02
87586453;Monsempron-Libos;97.07
87586479;Sainte-Bazeille;95.83
87586495;Sauveterre-la-Lémance;98.21
87586545;Marmande;93.61
87586651;Tonneins;95.27
87586693;Aiguillon;91.81
87590299;Nice Pont Michel;96.29
87590349;Babinière;98.33
87590356;Erdre-Active;95.0
87590364;La Chapelle - Aulnay;93.42
87590828;Sucé-sur-Erdre;96.88
87592006;Limoges Bénédictins;96.75
