UIC;Nom gare;Taux de conformité moyen
87592345;Saint-Sulpice-Laurière;98.84
87592352;Bersac-sur-Rivalier;91.21
87592360;Fromental;98.68
87592378;La Souterraine;95.7
87592410;Nieul;98.4
87592428;Peyrilhac - Saint-Jouvent;97.78
87592444;Nantiat;99.1
87592485;Bellac;98.26
87592493;Saint-Sébastien;91.32
87592501;La Coquille;99.21
87592543;Le Dorat;95.17
87592634;L'Aiguille;91.44
87592667;Aixe-sur-Vienne;95.74
87592683;Saint-Victurnien;96.62
87592691;Saint-Brice-sur-Vienne;98.96
87592709;Saint-Junien;97.37
87592717;Saillat - Chassenon;97.0
87592725;Nexon;96.63
87592733;Lafarge;95.81
87592741;Bussière-Galant;96.96
87592808;La Meyze;100.0
87592824;Saint-Yrieix-la-Perche;93.96
87594002;Brive-la-Gaillarde;97.22
87594093;Ussel;90.41
87594119;Corrèze;95.92
87594135;Montaignac-Saint-Hippolyte;98.77
87594168;Égletons;90.81
87594200;Uzerche;91.17
87594218;Vigeois;94.83
87594234;Allassac;95.58
87594275;Meymac;93.88
87594382;Condat - Le Lardin;96.61
87594408;Terrasson-Lavilledieu;94.83
87594416;La Rivière de Mansac;98.75
87594465;Aubazines - Saint-Hilaire;94.77
87594481;Cornil;98.62
87594499;Tulle;97.74
87594556;Turenne;97.45
87594606;Varetz;92.88
87594614;Le Burg;95.42
87594622;Saint-Aulaire;92.05
87594630;Objat;96.58
87594663;Pompadour;98.75
87594820;Masseret;89.29
87595009;Périgueux;96.62
87595124;Thiviers;95.21
87595132;Négrondes;95.59
87595157;Agonac;98.61
87595165;Château-l'Évêque;98.04
87595207;Marsac-sur-l'Isle;100.0
87595223;Razac-sur-l'Isle;93.75
87595249;Saint-Astier;97.87
87595264;Saint-Léon-sur-l'Isle;98.89
87595272;Neuvic;97.37
87595298;Mussidan;94.71
87595322;Montpon-Ménestérol;96.77
87595504;Périgueux Saint-Georges;100.0
87595512;Niversac;97.98
87595520;Saint-Pierre-de-Chignac;96.97
87595538;Milhac-d'Auberoche;100.0
87595553;Limeyrat;94.95
87595579;Thenon;95.37
87595595;La Bachellerie;100.0
87595702;Les Versannes;100.0
87595728;Mauzens-et-Miremont;98.96
87595736;Les Eyzies-de-Tayac-Sireuil;96.23
87595744;Le Bugue;97.5
87595751;Le Buisson-de-Cadouin;96.97
87595769;Siorac-en-Périgord;93.21
87595777;Saint-Cyprien;95.53
87595827;Sarlat-la-Canéda;97.07
87595876;Belvès;93.87
87595892;Villefranche-du-Périgord;97.14
87597005;Châteauroux;98.38
87597609;Guéret;97.56
87597633;Vieilleville;92.43
87597674;Montaigut-le-Blanc;96.36
87597708;Busseau sur Creuse;96.1
87597724;Parsac - Gouzon;93.78
87597740;Lavaufranche;97.62
87597781;Lavaveix-les-Mines;100.0
87597823;Aubusson;97.22
87597849;Felletin;99.17
87598755;Limoux Flassian;91.03
87611004;Toulouse Matabiau;96.81
87611038;Muret;91.93
87611244;Montauban Ville Bourbon;95.52
87611301;Saint-Agne;88.17
87611343;Pamiers;93.94
87611400;Portet Saint-Simon;93.8
87611434;Lacourtensourt;86.85
87611467;Colomiers;92.88
87611657;Saint-Jory;89.01
87611665;Castelnau-d'Estrétefonds;85.0
87611707;Escalquens;86.31
87611723;Baziège;91.86
87611749;Auch;93.09
87611764;Aubiet;82.64
87611772;Gimont Cahuzac;87.29
87611806;L'Isle-Jourdain;93.9
87611814;Mérenvielle;89.83
87611822;Brax - Léguevin;91.28
87611830;Pibrac;92.35
87611848;Montrabé;91.84
87611921;Colomiers Lycée International;87.18
87611939;Lardenne;95.37
87612002;Labège Innopole;93.85
87612010;Montaudran;94.11
87612028;Labège Village;93.91
87613000;Cahors;96.93
87615013;Villefranche-de-Lauragais;93.14
87615039;Castelnaudary;94.92
87615054;Bram;94.12
87615112;Lézignan-Corbières;95.4
87615120;Couffoulens - Leuc;94.74
87615138;Verzeille;94.44
87615146;Pomas;91.92
87615161;Limoux;91.68
87615187;Alet-les-Bains;94.44
87615211;Espéraza;85.65
87615260;Quillan;91.9
87615286;Carcassonne;97.59
87615351;Roquesérière - Buzet;93.06
87615369;Montastruc-la-Conseillère;90.79
87615377;Gragnague;92.65
87616011;Avignonet-Lauragais;80.0
87618116;Pins-Justaret;93.15
87618207;Montlaur;93.91
87618215;Villenouvelle;94.25
87635581;La Barasse;88.94
87641001;Montluçon;97.84
87641357;Vallon-en-Sully;97.3
87641415;Commentry;98.36
87645002;Aurillac;92.56
87645473;Le Lioran;95.86
87645481;Murat;94.06
87645507;Neussargues;95.57
87671008;Tarbes;96.97
87671016;Mont-de-Marsan;94.12
87671123;Lannemezan;78.57
87671156;Capvern;83.33
87671172;Tournay;96.43
87671339;Lourdes;97.2
87671479;Arengosse;90.86
87671487;Ygos-Saint-Saturnin;90.45
87671495;Saint-Martin-d'Oney;87.88
87672006;Pau;93.94
87672113;Montaut Bétharram;94.12
87672139;Coarraze - Nay;90.15
87672162;Assat;93.8
87672212;Artix;94.84
87672253;Orthez;90.32
87672279;Puyoô;86.25
87672337;Peyrehorade;94.0
87672386;Urt;94.81
87672600;Croix du Prince;88.31
87672618;Gan;93.18
87672634;Buzy en Béarn;89.51
87672709;Ogeu-les-Bains;85.71
87672725;Oloron-Sainte-Marie;91.16
87672741;Lurbe-Saint-Christau;85.61
87672766;Sarrance;92.42
87672774;Bedous;90.34
87673004;Bayonne;92.53
87673095;Boucau;89.77
87673103;Morcenx;88.53
87673202;Dax;93.92
87673251;Saubusse;88.83
87673269;Saint-Geours-de-Maremne;92.99
87673277;Saint-Vincent-de-Tyrosse;91.1
87673285;Bénesse-Maremne;86.76
87673293;Labenne;92.37
87673319;Ondres;92.73
87673400;Biarritz;93.31
87673459;Guéthary;94.32
87673616;Villefranque;85.96
87673624;Ustaritz Jatxou;93.75
87673640;Halsou - Larressore;94.44
87673657;Cambo-les-Bains;91.09
87673699;Bidarray Pont Noblia;90.98
87673707;Ossès - Saint-Martin-d'Arrossa;84.78
87673723;Saint-Jean-Pied-de-Port;88.4
87677005;Hendaye;93.9
87677104;Les Deux Jumeaux;83.36
87677120;Saint-Jean-de-Luz - Ciboure;90.66
87683003;Sens;94.93
87683102;Villeneuve-la-Guyard;90.08
87683128;Champigny sur Yonne;92.19
87683136;Pont-sur-Yonne;90.24
87683201;Étigny - Véron;97.6
87683219;Villeneuve-sur-Yonne;90.12
87683227;Saint-Julien-du-Sault;93.22
87683243;Joigny;94.73
87683268;Laroche - Migennes;93.35
87683318;Saint-Florentin - Vergigny;90.17
87683532;Chemilly - Appoigny;99.02
87683557;Monéteau - Gurgy;98.81
87683573;Auxerre Saint-Gervais;96.06
87683615;Champs - Saint-Bris;96.97
87683649;Cravant - Bazarnes;98.85
87683664;Vermenton;98.33
87683722;Sermizelles - Vézelay;99.12
87683789;Avallon;96.5
87683847;Mailly-la-Ville;88.1
87686006;Paris Gare de Lyon;93.03
87686667;Paris Bercy Bourgogne - Pays d'Auvergne;95.82
87688887;Montpellier Sud de France;95.43
87691949;Bidos;91.61
87694000;Le Creusot;93.01
87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;93.79
87694141;Étang-sur-Arroux;92.29
87694307;Montchanin;93.52
87694570;Autun;90.49
87694620;Montceau-les-Mines;93.75
87694687;Paray-le-Monial;97.15
87694695;Digoin;95.95
87696005;Nevers;98.8
87696146;Cosne-sur-Loire;97.51
87696195;La Charité-sur-Loire;96.77
87696260;Saincaize-Meauce;97.03
87696328;Moulins sur Allier;96.84
87696336;Bessay-sur-Allier;98.95
87696351;Varennes-sur-Allier;97.69
87696450;Imphy;96.5
87696484;Decize;95.94
87696492;Cercy-la-Tour;96.18
87696534;Luzy;94.61
87696807;Clamecy;93.98
87696831;Coulanges-sur-Yonne;100.0
87696856;Châtel-Censoir;98.33
87701532;Trélazé;92.86
87703975;Nîmes Pont du Gard;97.12
87710731;École-Valentin;96.97
87713008;Dijon Porte Neuve;93.38
87713040;Dijon;94.72
87713115;Les Laumes Alésia;93.28
87713131;Montbard;95.67
87713198;Tonnerre;95.42
87713313;Genlis;94.72
87713347;Auxonne;94.19
87713412;Dole;96.23
87713529;Nuits-Saint-Georges;97.53
87713545;Beaune;92.94
87713578;Chagny;93.26
87713651;Saint-Jean-de-Losne;96.84
87713677;Seurre;95.89
87713735;Louhans;92.0
87713859;Is-sur-Tille;96.1
87715003;Pontarlier;97.72
87715102;Andelot-en-Montagne;97.92
87715136;Frasne;96.76
87715326;Champagnole;94.17
87715441;Morez;97.48
87718007;Besançon Viotte;96.45
87718015;Besançon Mouillère;96.56
87718239;Lons-le-Saunier;97.41
87718296;Saint-Amour;97.18
87718320;Saint-Vit;94.49
87718460;Baume-les-Dames;98.8
87718502;Saône;97.22
87718528;L'Hôpital-du-Grosbois;97.95
87718544;Valdahon;97.36
87718577;Gilley;96.23
87718619;Morteau;95.98
87718833;Mouchard;98.63
87721001;Lyon Vaise;94.76
87721159;Lyon Saint-Paul;95.76
87721282;Saint-Germain-au-Mont-d'Or;95.31
87721332;Villefranche-sur-Saône;92.7
87721357;Belleville sur Sâone;95.1
87721423;Lozanne;95.32
87721431;L'Arbresle;96.67
87721472;Tarare;94.99
87721506;Ecully - Tassin;94.95
87721514;Tassin;95.93
87721530;Charbonnières-les-Bains;95.82
87722025;Lyon Perrache;98.46
87722405;Givors;94.32
87722561;Chasse-sur-Rhône;98.3
87722587;Vienne;93.66
87722652;Saint-Clair - Les Roches;93.2
87722678;Le Péage-de-Roussillon;93.01
87722728;Brignais;96.14
87723197;Lyon Part Dieu;95.12
87723320;Vénissieux;88.6
87723395;La Verpillière;93.96
87723429;Bourgoin-Jallieu;91.16
87723478;La Tour-du-Pin;93.84
87723494;Saint-André-le-Gaz;91.16
87723700;Sathonay - Rillieux;88.18
87723759;Villars-les-Dombes;92.14
87725002;Chalon-sur-Saône;94.28
87725622;Tournus;93.47
87725689;Mâcon;92.24
87725705;Mâcon Loché TGV;97.29
87725895;Échirolles;87.37
87726000;Saint-Étienne Châteaucreux;96.52
87726190;Saint-Étienne Bellevue;95.54
87726208;Veauche - Saint-Galmier;97.09
87726307;Saint-Chamond;95.82
87726331;Rive-de-Gier;95.77
87726414;Bonson;96.41
87726430;Saint-Romain-le-Puy;98.15
87726448;Montbrison;97.24
87726729;Firminy;92.38
87726802;Roanne;95.8
87726877;Feurs;95.9
87726901;Saint-Étienne Carnot;93.71
87732008;Vichy;97.67
87732206;Saint-Germain-des-Fossés;98.21
87732404;Gannat;97.89
87734004;Clermont-Ferrand;94.19
87734053;Riom - Châtel-Guyon;92.91
87734202;Issoire;95.27
87734251;Arvant;96.33
87734269;Brioude;96.14
87734319;Langeac;96.23
87734350;Langogne;92.97
87734368;Luc;97.92
87734475;Thiers;97.43
87734699;Le Puy-en-Velay;95.95
87734871;Massiac - Blesle;98.33
87738096;Le Bouscat Sainte-Germaine;100.0
87741009;Chambéry - Challes-les-Eaux;94.89
87741074;Culoz;96.97
87741132;Aix-les-Bains le Revard;94.51
87741181;Montmélian;94.45
87741223;Saint-Pierre-d'Albigny;91.81
87741306;Saint-Avre - La Chambre;94.37
87741645;Albertville;92.18
87741728;Moûtiers - Salins - Brides-les-Bains;92.95
87741769;Aime - La Plagne;90.38
87741777;Landry;94.91
87741793;Bourg-Saint-Maurice;94.78
87742007;Modane;92.68
87742320;Saint-Jean-de-Maurienne Arvan;92.99
87742361;Saint-Michel - Valloire;92.28
87743005;Bourg-en-Bresse;95.38
87743351;Nurieux-Volognat;95.59
87743534;Oyonnax;94.04
87743633;Saint-Claude;97.79
87743716;Ambérieu-en-Bugey;95.51
87743872;Le Mans hôpital-université;100.0
87745000;Bellegarde;95.98
87745414;Valleiry;79.48
87745430;Saint-Julien-en-Genevois;88.47
87745497;Annemasse;80.38
87745588;Machilly;87.39
87745596;Bons-en-Chablais;78.89
87745620;Perrignier;80.61
87745646;Thonon-les-Bains;70.55
87745679;Évian-les-Bains;81.55
87746008;Annecy;86.63
87746206;Pringy;98.05
87746248;Groisy - Thorens - La Caille;84.58
87746305;La Roche-sur-Foron;91.25
87746313;Saint-Pierre-en-Faucigny;86.95
87746339;Bonneville;97.11
87746347;Marignier;94.59
87746370;Cluses;88.6
87746412;Magland;91.27
87746438;Sallanches - Combloux - Megève;90.96
87746479;Saint-Gervais-les-Bains Le Fayet;95.63
87746511;Reignier;81.13
87746784;Chamonix-Mont-Blanc;98.58
87747006;Grenoble;95.95
87747246;Rives;93.5
87747287;Voiron;92.01
87747329;Moirans;88.68
87747402;Grenoble Universités - Gières;92.89
87747493;Pontcharra sur Bréda;93.17
87747519;Le Pont-de-Claix;94.99
87747535;Jarrie - Vizille;93.14
87747576;Vif;95.6
87751008;Marseille Saint-Charles;74.65
87751081;Marseille Blancarde;84.26
87751206;Sisteron;85.04
87751230;Château-Arnoux-Saint-Auban;81.73
87751271;La Brillanne - Oraison;89.34
87751321;Manosque - Gréoux-les-Bains;85.77
87751362;Pertuis;83.2
87751370;Meyrargues;87.51
87751404;Aix-en-Provence;86.23
87751420;Gardanne;86.55
87751438;Simiane;91.7
87751495;Gare routière de Digne les Bains;88.23
87751602;L'Estaque;83.22
87751701;Saint-Marcel;84.8
87751719;La Pomme;90.06
87751743;La Penne-sur-Huveaune;94.86
87751750;Aubagne;88.59
87751776;Cassis;91.84
87751784;La Ciotat - Ceyreste;90.15
87751800;Septèmes-les-Vallons;92.89
87751826;Saint-Antoine;85.86
87751842;Sainte-Marthe en Provence;84.22
87753004;Miramas;94.45
87753202;Saint-Chamas;96.11
87753251;Rognac;95.46
87753285;Pas des Lanciers;98.61
87753418;Istres;95.83
87753426;Rassuen;98.25
87753442;Fos-sur-Mer;98.86
87753459;Port-de-Bouc;94.65
87753491;Croix Sainte;98.52
87753509;Martigues;97.29
87753541;La Couronne Carro;95.18
87753558;Sausset-les-Pins;96.96
87753566;Carry-le-Rouet;95.83
87753574;La Redonne Ensuès;98.26
87753582;Niolon;97.63
87753657;Arles;97.39
87753681;Saint-Martin-de-Crau;96.44
87753707;Orgon;93.59
87753715;Sénas;95.86
87753731;Lamanon;97.06
87753764;Salon-de-Provence;91.4
87755009;Toulon;86.15
87755215;Saint-Cyr Les Lecques - La Cadière;87.28
87755223;Bandol;88.11
87755231;Ollioules - Sanary-sur-Mer;82.04
87755264;La Seyne - Six-Fours;84.28
87755306;La Garde;86.55
87755314;La Pauline Hyères;84.7
87755330;Solliès-Pont;87.78
87755355;Cuers - Pierrefeu;91.42
87755363;Puget-Ville;92.51
87755371;Carnoules;87.05
87755389;Pignans;82.41
87755397;Gonfaron;87.55
87755405;Le Luc - Le Cannet;87.62
87755421;Vidauban;83.33
87755447;Les Arcs - Draguignan;90.54
87755611;La Crau;85.46
87755629;Hyères;90.33
87756056;Nice;91.91
87756254;Nice Saint-Augustin;90.55
87756304;Villeneuve-Loubet;77.41
87756320;Cagnes-sur-Mer;88.13
87756338;Cros de Cagnes;84.45
87756346;Saint-Laurent-du-Var;85.7
87756353;Nice Riquier;90.72
87756361;Villefranche-sur-Mer;94.16
87756379;Beaulieu-sur-Mer;92.18
87756387;Èze;93.55
87756395;Cap-d'Ail;90.02
87756460;Roquebrune-Cap-Martin;93.31
87756478;Carnoles;92.0
87756486;Menton;92.36
87756494;Menton Garavan;92.98
87756775;Drap - Cantaron;98.0
87756825;Sospel;95.98
87756833;Breil-sur-Roya;85.05
87757500;Fréjus;85.46
87757526;Saint-Raphaël;86.92
87757534;Boulouris sur Mer;86.65
87757542;Le Dramont;86.55
87757559;Agay;90.9
87757567;Anthéor Cap Roux;90.38
87757575;Le Trayas;95.91
87757583;Théoule-sur-Mer;85.08
87757591;Mandelieu-la-Napoule;89.42
87757617;Cannes La Bocca;85.0
87757625;Cannes;93.47
87757641;Golfe Juan Vallauris;87.47
87757666;Juan les Pins;83.55
87757674;Antibes;86.01
87757690;Biot;69.59
87759290;Picon Busserine;93.55
87759316;Saint-Joseph le Castellas;92.22
87761007;Valence Ville;94.18
87761106;Saint-Rambert-d'Albon;93.58
87761130;Saint-Vallier sur Rhône;94.14
87761163;Tain-l'Hermitage - Tournon;95.61
87761247;Livron-sur-Drôme;94.31
87761544;Gare routière de La-Voulte-sur-Rhône;96.15
87761650;Romans - Bourg-de-Péage;95.02
87761718;Saint-Marcellin;92.36
87761759;Tullins Fures;94.72
87761783;Crest;89.9
87761841;Die;92.57
87762906;Lyon Saint-Exupéry TGV;95.68
87763003;Gap;87.25
87763029;Valence TGV Rhône-Alpes Sud;95.13
87763250;Aspres-sur-Buëch;91.11
87763300;Veynes Dévoluy;81.8
87763425;Chorges;86.74
87763466;Embrun;70.64
87763508;Mont-Dauphin - Guillestre;67.43
87763557;L'Argentière Les Écrins;77.68
87763607;Briançon;80.36
87763722;Serres;78.73
87763755;Laragne-Montéglin;77.23
87764001;Montélimar;97.61
87764357;Bollène La Croisière;92.05
87764555;Pont-Saint-Esprit;97.12
87764571;Bagnols-sur-Cèze;94.71
87765008;Avignon Centre;93.73
87765107;Orange;89.48
87765180;Courthézon;94.72
87765198;Bédarrides;97.45
87765206;Sorgues - Châteauneuf-du-Pape;91.34
87765354;Tarascon;91.2
87765412;Montfavet;95.3
87765420;Morières-lès-Avignon;90.81
87765438;Saint-Saturnin-lès-Avignon;94.97
87765446;Gadagne;90.67
87765453;Le Thor;89.38
87765479;L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;91.25
87765503;Cavaillon;94.81
87765735;Carpentras;93.85
87765818;Monteux;96.6
87765826;Entraigues-sur-la-Sorgue;90.1
87773002;Montpellier Saint-Roch;95.61
87773200;Sète;97.06
87773408;Lunel;95.78
87773424;Lunel-Viel;92.98
87773432;Valergues - Lansargues;97.33
87773457;Baillargues;95.14
87773465;Saint-Aunès;96.57
87773515;Villeneuve-lès-Maguelone;96.48
87773531;Vic - Mireval;97.37
87773556;Frontignan;95.05
87775007;Nîmes;97.64
87775023;Beaucaire;91.67
87775072;Saint-Césaire;94.35
87775098;Milhaud;95.39
87775106;Uchaud;96.21
87775114;Vergèze - Codognan;96.2
87775130;Gallargues-le-Montueux;96.21
87775148;Chasseradès;96.21
87775171;La Bastide - Saint-Laurent-les-Bains;99.21
87775197;Villefort;98.02
87775213;Génolhac;97.51
87775221;Chamborigaud;97.37
87775239;Sainte-Cécile-d'Andorge;98.04
87775247;La Levade;93.38
87775254;La Grand-Combe;93.16
87775288;Alès;98.35
87775346;Boucoiran-et-Nozières;94.79
87775353;Nozières - Brignon;97.12
87775361;Saint-Geniès-de-Malgoirès;88.98
87775379;Fons - Saint-Mamert;96.15
87775791;Générac;100.0
87775809;Beauvoisin;98.93
87775817;Vauvert;98.26
87775825;Le Cailar;98.18
87775833;Aimargues;99.43
87775841;Saint-Laurent-d'Aigouze;97.73
87775858;Aigues-Mortes;97.64
87775866;Le Grau-du-Roi;97.79
87781005;Béziers;96.63
87781062;Port-la-Nouvelle;93.06
87781088;Leucate La Franqui;97.92
87781104;Narbonne;97.4
87781161;Coursan;92.93
87781260;Vias;97.27
87781278;Agde;93.9
87781294;Marseillan Plage;95.76
87781534;Montpaon;97.02
87781542;Ceilhes - Roqueredonde;98.09
87781559;Les Cabrils;100.0
87781575;Lunas;94.95
87781583;Le Bousquet-d'Orb;93.94
87781609;Bédarieux;91.35
87781666;Magalas;94.28
87783001;Millau;94.87
87783175;Saint-Flour - Chaudes-Aigues;93.97
87783241;Saint-Chély-d'Apcher;98.89
87783266;Aumont-Aubrac;98.47
87783282;Marvejols;94.32
87783290;Chirac;98.61
87783308;Le Monastier-Pin-Moriès;99.44
87783324;Banassac - La Canourgue;98.86
87783340;Campagnac - Saint-Geniez;98.21
87783365;Sévérac-d'Aveyron;95.48
87783423;Saint-Georges-de-Luzençon;96.88
87783431;Saint-Rome-de-Cernon;99.01
87783456;Tournemire - Roquefort;97.46
87783514;Les Salelles;95.83
87783530;Chanac;95.83
87783548;Le Bruel;96.97
87783563;Barjac;98.48
87783605;Mende;95.96
87783647;Bagnols - Chadenet;98.61
87783654;Allenc;97.85
87783670;Belvezet;97.73
87784009;Perpignan;97.06
87784157;Salses-le-Château;96.93
87784173;Rivesaltes;91.87
87784207;Elne;95.68
87784231;Argelès-sur-Mer;94.69
87784256;Collioure;98.55
87784264;Port-Vendres;95.56
87784298;Banyuls-sur-Mer;98.8
87784512;Le Soler;98.81
87784520;Saint-Féliu-d'Avall;100.0
87784546;Millas;97.22
87784561;Ille-sur-Têt;95.05
87784611;Vinça;100.0
87784629;Marquixanes;100.0
87784637;Prades - Molitg-les-Bains;99.69
87784660;Ria-Sirach;100.0
87784686;Villefranche - Vernet-les-Bains;100.0
87784702;Serdinya;100.0
87784710;Joncet;100.0
87784728;Olette - Canaveilles;100.0
87784736;Nyer;100.0
87784744;Thuès les Bains;100.0
87784751;Thuès Carença;100.0
87784769;Fontpédrouse;100.0
87784777;Sauto;100.0
87784785;Planès;100.0
87784793;Mont-Louis - La Cabanasse;100.0
87784801;Bolquère - Eyne;100.0
87784819;Font-Romeu-Odeillo-Via;99.73
87784827;Estavar;100.0
87784835;Saillagouse;98.96
87784843;Err;100.0
87784850;Sainte-Léocadie;100.0
87784868;Osséja;100.0
87784876;Bourg-Madame;100.0
87784884;Ur - Les Escaldes;100.0
87784892;Bena Fanes;100.0
87785006;Cerbère;97.06
