UIC;Nom gare;Taux de conformité moyen
87192211;Courcelles-sur-Nied;96.88
87192229;Sanry-sur-Nied;96.11
87192237;Rémilly;93.19
87192286;Morhange;97.83
87192302;Bénestroff;97.14
87192401;Ars-sur-Moselle;94.71
87192419;Ancy-sur-Moselle;96.67
87192427;Novéant-sur-Moselle;97.36
87192435;Onville;98.48
87192468;Pagny-sur-Moselle;95.59
87192476;Vandières;98.89
87192658;Baroncourt;97.62
87192666;Conflans - Jarny;98.55
87192724;Hatrize;96.35
87192732;Valleroy - Moineville;97.1
87193003;Forbach;93.28
87193250;Béning;95.15
87193276;Hombourg-Haut;97.89
87193318;Saint-Avold;94.46
87193359;Faulquemont;97.18
87193540;Hundling;96.9
87193615;Sarreguemines;96.88
87193664;Kalhausen;98.56
87194001;Longwy;94.88
87194209;Montmédy;89.02
87194274;Longuyon;96.97
87194357;Audun-le-Roman;98.15
87212027;Strasbourg;97.88
87212100;Mundolsheim;91.49
87212118;Vendenheim;92.83
87212126;Stephansfeld;100.0
87212134;Brumath;95.43
87212142;Mommenheim;99.31
87212159;Schwindratzheim;100.0
87212167;Hochfelden;92.98
87212175;Wilwisheim;98.33
87212183;Dettwiller;95.7
87212191;Strasbourg Roethig;87.77
87212209;Steinbourg;100.0
87212225;Saverne;97.5
87212241;Graffenstaden;86.67
87212258;Geispolsheim;89.66
87212266;Fegersheim - Lipsheim;86.36
87212274;Limersheim;81.56
87212308;Bischheim;85.18
87212316;La Wantzenau;91.94
87212324;Kilstett;95.67
87212332;Gambsheim;94.94
87212340;Herrlisheim;90.68
87212357;Drusenheim;93.28
87212365;Sessenheim;93.89
87212373;Rountzenheim;94.82
87212407;Roeschwoog;89.05
87212415;Roppenheim;93.75
87212431;Seltz;95.36
87212449;Munchhausen;95.45
87212456;Mothern;97.73
87212464;Lauterbourg;91.97
87213058;Haguenau;97.21
87213108;Schweighouse-sur-Moder;100.0
87213165;Obermodern-Zutzendorf;99.06
87213207;Mertzwiller;98.1
87213223;Gundershoffen;99.29
87213249;Reichshoffen;97.35
87213256;Niederbronn-les-Bains;97.62
87213405;Walbourg;98.52
87213413;Hoelschloch;97.5
87213421;Soultz-sous-Forêts;98.69
87213447;Hoffen;98.89
87213462;Riedseltz;100.0
87213470;Wissembourg;98.28
87213603;Marienthal;98.74
87213611;Bischwiller;97.82
87213660;Kurtzenhouse;98.66
87213678;Weyersheim;96.43
87213686;Hoerdt;97.48
87213744;Wingen-sur-Moder;97.55
87213785;Ingwiller;97.8
87214056;Sélestat;93.16
87214106;Ebersheim;90.0
87214114;Kogenheim;93.25
87214122;Benfeld;85.64
87214130;Matzenheim;93.64
87214148;Erstein;87.21
87214205;Scherwiller;90.91
87214213;Dambach-la-Ville;87.5
87214221;Epfig;92.86
87214239;Eichhoffen;90.0
87214247;Barr;95.34
87214254;Gertwiller;96.88
87214270;Goxwiller;90.62
87214288;Obernai;91.63
87214296;Bischoffsheim;75.0
87214320;Rosheim;81.07
87214338;Dorlisheim;75.0
87214502;Lingolsheim;76.44
87214528;Entzheim Aéroport;90.23
87214536;Duppigheim;85.01
87214544;Duttlenheim;83.09
87214551;Dachstein;86.73
87214577;Molsheim;94.16
87214585;Mutzig;85.56
87214593;Gresswiller;81.9
87214627;Heiligenberg - Mollkirch;82.87
87214635;Urmatt;97.48
87214643;Mullerhof;91.67
87214650;Lutzelhouse;89.58
87214676;Wisches;88.78
87214684;Russ Hersbach;93.75
87214692;Schirmeck - La Broque;92.42
87214726;Rothau;92.44
87214734;Fouday;94.44
87214742;Saint-Blaise-la-Roche Poutay;90.52
87214775;Bourg-Bruche;94.44
87214783;Saales;93.4
87215012;Sarrebourg;97.37
87215079;Réding;97.87
87215103;Igney - Avricourt;95.0
87215160;Lutzelbourg;98.08
87215632;Oermingen;98.89
87215665;Diemeringen;99.06
87215699;Tieffenbach - Struth;98.2
87223263;Lille Europe;96.66
87271007;Paris Gare du Nord;95.24
87271494;Aéroport Charles de Gaulle 2 TGV;95.65
87271551;Le Plessis-Belleville;97.53
87271577;Nanteuil-le-Haudouin;97.53
87271593;Crépy-en-Valois;96.27
87271734;Villers-Cotterêts;96.44
87271817;Soissons;97.69
87276006;Creil;97.58
87276113;Chantilly - Gouvieux;95.73
87276212;Liancourt - Rantigny;96.15
87276279;Orry-la-Ville - Coye;94.26
87276303;Longueil-Sainte-Marie;92.34
87276329;Pont-Sainte-Maxence;95.95
87276691;Compiègne;94.98
87276717;Bornel - Belle-Église;100.0
87276725;Chambly;99.75
87276741;Thourotte;95.99
87276766;Ribécourt;96.77
87276782;Noyon;97.01
87278259;Mérignac Arlac;89.61
87281006;Dunkerque;85.17
87281071;Calais - Fréthun;98.31
87281105;Bergues;91.26
87281428;Audruicq;81.33
87281444;Saint-Omer;89.83
87282624;Lyon Jean Macé;94.39
87286005;Lille Flandres;97.3
87286096;Haubourdin;95.56
87286112;Loos lez Lille;99.85
87286146;Armentières;87.27
87286179;Bailleul;65.53
87286187;La Madeleine;92.9
87286195;Saint-André-lez-Lille;91.87
87286260;Comines;100.0
87286278;Pérenchies;90.54
87286302;Hazebrouck;86.91
87286401;Santes;100.0
87286419;Wavrin;99.77
87286435;Don - Sainghin;97.87
87286500;Phalempin;99.21
87286518;Seclin;99.34
87286542;Tourcoing;87.35
87286583;Orchies;94.86
87286625;Templeuve;93.44
87286716;Croix - Wasquehal;91.95
87286732;Roubaix;88.54
87286849;Lesquin;91.98
87286864;Ascq;99.43
87286872;Baisieux;99.87
87295006;Maubeuge;95.03
87295014;Jeumont;99.34
87295048;Fourmies;97.33
87295055;Anor;96.25
87295063;Hirson;96.2
87295220;Le Cateau-Cambrésis;97.22
87295568;Hautmont;96.57
87295600;Aulnoye-Aymeries;92.41
87295733;Avesnes-sur-Helpe;97.57
87295857;Le Quesnoy;96.6
87296004;Saint-Quentin;96.31
87296012;Laon;96.54
87296244;Busigny;97.49
87296442;Tergnier;97.64
87296616;Chauny;94.44
87300822;Belfort - Montbéliard TGV;96.76
87300863;Besançon Franche-Comté TGV;95.18
87313049;Longueau;95.93
87313056;Corbie;90.83
87313072;Albert;95.28
87313270;Saint-Just-en-Chaussée;97.82
87313304;Clermont de l'Oise;97.44
87313510;Beauvais;98.45
87313668;Méru;100.0
87313759;Abancourt;96.91
87313874;Amiens;92.49
87313882;Haute Picardie TGV;93.98
87317016;Boulogne Tintelleries;98.72
87317057;Rang-du-Fliers - Verton - Berck;98.64
87317065;Étaples - Le Touquet;99.51
87317164;Montreuil sur Mer;99.35
87317222;Hesdin;99.12
87317263;Calais;96.66
87317339;Marquise - Rinxent;97.66
87317362;Abbeville;96.53
87317529;Le Tréport - Mers-les-Bains;95.81
87317586;Boulogne-sur-Mer;98.74
87318964;Avignon TGV;94.86
87319012;Aix-en-Provence TGV;98.2
87321745;Penhoët;98.86
87323675;Montluçon Rimard;96.83
87324095;Futuroscope;94.86
87334490;Cesson-Sévigné;92.18
87334508;La Poterie;91.67
87338517;Hoenheim Tram;85.39
87338525;Krimmeri Meinau;99.08
87342006;Béthune;90.32
87342014;Arras;94.55
87342105;Bully - Grenay;100.0
87342139;Nœux-les-Mines;100.0
87342238;Lillers;98.61
87342279;Isbergues;99.78
87342337;Saint-Pol-sur-Ternoise;96.83
87342436;La Bassée - Violaines;94.47
87342543;Calonne-Ricouart;100.0
87342584;Avion;96.55
87343004;Valenciennes;97.14
87343103;Saint-Amand-les-Eaux;96.46
87343319;Raismes;94.29
87343400;Trith-Saint-Léger;92.65
87343459;Denain;95.89
87345009;Douai;94.1
87345025;Lens;96.18
87345140;Billy-Montigny;97.14
87345157;Hénin-Beaumont;97.59
87345165;Dourges;90.35
87345223;Leforest;97.9
87345256;Libercourt;99.92
87345306;Montigny-en-Ostrevent;88.64
87345314;Somain;79.93
87345405;Sin-le-Noble;99.6
87345447;Aubigny-au-Bac;99.44
87345520;Cambrai;93.32
87345561;Caudry;97.14
87353573;Le Toec;94.34
87353581;Les Ramassiers;91.42
87353599;Saint-Martin du Touch;89.94
87354589;Saint-Sébastien Pas Enchantés;96.72
87354597;Saint-Sébastien Frêne Rond;96.15
87384008;Paris Saint-Lazare;95.38
87387001;Évreux Normandie;94.6
87387092;Bueil;91.67
87387159;Conches-en-Ouche;92.81
87391003;Paris Montparnasse;94.41
87393595;Verneuil-sur-Avre;95.17
87393702;Massy TGV;94.42
87394007;Chartres;96.93
87396002;Le Mans;92.07
87396028;Neuville-sur-Sarthe;98.75
87396036;La Guierche;100.0
87396044;Montbizot;94.87
87396051;Teillé;95.45
87396077;Vivoin - Beaumont;92.47
87396093;La Hutte Coulombiers;97.22
87396200;Domfront-en-Champagne;100.0
87396218;Conlie;95.23
87396226;Crissé;100.0
87396234;Sillé-le-Guillaume;90.05
87396259;Rouessé-Vassé;100.0
87396275;Champagné;96.52
87396283;Saint-Mars-la-Brière;98.53
87396291;Montfort-le-Gesnois;97.06
87396309;Connerré - Beillé;94.72
87396317;Sceaux - Boëssé;100.0
87396325;La Ferté-Bernard;97.93
87396358;Voivres-lès-le-Mans;100.0
87396366;La Suze;95.02
87396374;Noyen-sur-Sarthe;98.75
87396408;Sablé-sur-Sarthe;95.68
87396549;Arnage;100.0
87396556;Laigné - Saint-Gervais;100.0
87396564;Écommoy;97.12
87396572;Aubigné-Racan;100.0
87396580;Mayet;100.0
87396598;Vaas;98.75
87396606;Château-du-Loir;97.06
87411017;Rouen Rive Droite;93.87
87411173;Elbeuf - Saint-Aubin;94.81
87411207;Oissel;96.45
87411249;Maromme;86.72
87411256;Malaunay - Le Houlme;87.53
87411264;Barentin;85.49
87411280;Motteville;100.0
87411470;Serqueux;89.6
87413013;Le Havre;95.03
87413344;Bréauté - Beuzeville;91.03
87413385;Yvetot;88.15
87413542;Fécamp;90.93
87415018;Dieppe;93.31
87415158;Auffay;89.91
87415604;Vernon - Giverny;93.92
87415620;Gaillon - Aubevoye;92.12
87415877;Val-de-Reuil;93.67
87437798;La Rochelle Porte Dauphine;88.89
87437806;Aytré Plage;80.56
87439554;Vitrolles Aéroport Marseille Provence;97.37
87444000;Caen;90.86
87444067;Bayeux;89.48
87444208;Mézidon-Canon;85.83
87444265;Lisieux;90.87
87444299;Bernay;92.8
87444315;Serquigny;94.44
87444349;Pont-l'Évêque;83.56
87444372;Trouville - Deauville;90.3
87444414;Dives-sur-Mer - Cabourg;100.0
87444539;Argentan;83.75
87444562;Surdon;82.15
87444711;Alençon;87.31
87444877;Cherbourg-en-Cotentin;91.05
87446179;Saint-Cyprien Arènes;87.72
87447003;Saint-Lô;88.48
87447110;Coutances;89.27
87447219;Lison;81.84
87447243;Carentan;88.17
87447284;Valognes;85.82
87447649;Folligny;88.69
87447680;Granville;89.56
87447698;Villedieu-les-Poêles;83.89
87448001;Flers;91.53
87448084;Briouze;86.33
87448159;Vire;88.98
87471003;Rennes;92.25
87471029;Vern-sur-Seiche;100.0
87471037;Bruz;87.3
87471045;Betton;81.67
87471052;Saint-Jacques-de-la-Lande;90.48
87471060;L'Hermitage - Mordelles;83.33
87471078;Montfort-sur-Meu;88.89
87471086;Montauban-de-Bretagne;78.17
87471094;La Brohinière;66.67
87471102;Breteil;80.95
87471144;Laillé;97.62
87471151;Guichen - Bourg-des-Comptes;91.93
87471169;Saint-Senoux - Pléchâtel;100.0
87471177;Pléchâtel;92.86
87471185;Messac - Guipry;94.97
87471201;Fougeray - Langon;95.24
87471219;Beslé;100.0
87471227;Massérac;95.24
87471300;Redon;97.66
87471318;Saint-Armel;74.21
87471326;Corps-Nuds;78.57
87471334;Janzé;94.2
87471342;Le Theil-de-Bretagne;95.83
87471359;Retiers;96.88
87471367;Martigné-Ferchaud;75.0
87471391;Pontchaillou;91.44
87471458;Chevaigné;97.83
87471508;Vitré;75.76
87471516;Les Lacs;71.43
87471524;Châteaubourg;79.59
87471532;Servon-sur-Vilaine;88.1
87471540;Noyal - Acigné;88.44
87473009;Saint-Brieuc;97.65
87473058;Quédillac;71.43
87473066;Caulnes;71.43
87473074;Broons;57.14
87473082;Plénée-Jugon;57.14
87473090;Plestan;88.89
87473108;Lamballe;88.47
87473116;Yffiniac;94.29
87473124;La Méaugon;75.52
87473132;Plouvara - Plerneuf;57.78
87473140;Châtelaudren - Plouagat;80.61
87473165;Belle-Isle - Bégard;91.11
87473181;Plouaret Trégor;96.58
87473199;Plounérin;98.33
87473207;Guingamp;95.53
87473223;Lannion;94.84
87474007;Brest;96.81
87474015;Dirinon;93.07
87474056;Pont-de-Buis;100.0
87474064;Châteaulin;100.0
87474098;Quimper;98.03
87474155;Rosporden;97.85
87474189;Bannalec;100.0
87474213;Kerhuon;98.57
87474221;La Forest-Landerneau;97.32
87474239;Landerneau;98.26
87474262;La Roche-Maurice;97.28
87474270;Landivisiau;91.61
87474296;Guimiliau;90.48
87474312;Saint-Thégonnec;89.12
87474320;Pleyber-Christ;91.27
87474338;Morlaix;97.06
87474411;Plouigneau;90.42
87476002;Lorient Bretagne Sud;98.53
87476200;Auray;99.42
87476226;Landaul - Mendon;100.0
87476234;Landévant;98.81
87476242;Brandérion;100.0
87476259;Hennebont;100.0
87476275;L'Isthme;100.0
87476309;Gestel;98.1
87476317;Quimperlé;95.61
87476408;Belz - Ploemel;100.0
87476416;Plouharnel - Carnac;100.0
87476424;Penthièvre;100.0
87476432;Kerhostin;100.0
87476440;Saint-Pierre-Quiberon;100.0
87476457;Quiberon;100.0
87476606;Vannes;98.36
87476648;Sainte-Anne;100.0
87476671;Questembert;97.32
87476689;Malansac;97.62
87476754;Sévérac;97.73
87476762;Saint-Gildas-des-Bois;97.73
87476770;Drefféac;100.0
87478016;Saint-Germain-sur-Ille;95.24
87478024;Saint-Médard-sur-Ille;97.62
87478032;Montreuil-sur-Ille;86.53
87478040;Dingé;88.1
87478057;Combourg;84.11
87478065;Bonnemain;95.24
87478081;La Fresnais;78.57
87478099;La Gouesnière - Cancale - Saint-Méloir-des-Ondes;90.48
87478107;Saint-Malo;93.73
87478131;Miniac-Morvan;83.33
87478156;La Hisse;100.0
87478164;Dinan;74.14
87478263;Pontorson - Mont-Saint-Michel;96.09
87478404;Laval;96.77
87478511;Louverné;100.0
87478537;Montsûrs;97.83
87478545;Neau;97.1
87478552;Évron;88.67
87478560;Voutré;92.59
87478743;Le Genest-Saint-Isle;93.06
87478750;Port-Brillet;96.59
87478768;Saint-Pierre-la-Cour;98.08
87481002;Nantes;93.85
87481036;Rezé Pont Rousseau;95.94
87481051;Chantenay;97.04
87481069;La Basse Indre - Saint-Herblain;98.15
87481143;Thouaré-sur-Loire;95.19
87481150;Mauves-sur-Loire;96.11
87481168;Le Cellier;95.42
87481176;Boussay - La Bruffière;98.44
87481184;Oudon;95.58
87481192;Ancenis;92.92
87481200;Bouaye;96.08
87481218;Port-Saint-Père - Saint-Mars;96.0
87481226;Sainte-Pazanne;97.13
87481234;Saint-Hilaire-de-Chaléons;100.0
87481242;Bourgneuf-en-Retz;92.99
87481259;Les Moutiers-en-Retz;97.78
87481267;La Bernerie-en-Retz;95.24
87481283;Pornic;86.01
87481366;Machecoul;97.13
87481390;Challans;95.69
87481408;Vertou;97.01
87481416;La Haie-Fouassière;97.0
87481424;Le Pallet;97.79
87481432;Gorges;93.47
87481440;Clisson;93.17
87481457;Cugand;96.43
87481465;Montaigu;96.93
87481564;La Chapelle-sur-Erdre;96.25
87481598;Nort-sur-Erdre;97.37
87481614;Abbaretz;90.33
87481622;Issé;100.0
87481648;Châteaubriant;88.61
87481689;La Croix de Méan;98.33
87481697;La Baule Les Pins;100.0
87481705;Saint-Nazaire;94.59
87481713;Montoir-de-Bretagne;98.96
87481721;Donges;98.53
87481747;Pornichet;93.2
87481754;La Baule-Escoublac;97.52
87481762;Le Pouliguen;95.45
87481770;Batz-sur-Mer;97.22
87481788;Le Croisic;93.5
87481804;Couëron;96.22
87481812;Saint-Étienne-de-Montluc;96.23
87481820;Cordemais;93.97
87481838;Savenay;94.97
87481846;Pontchâteau;89.05
87484006;Angers Saint-Laud;94.09
87484048;Angers Maître École;96.88
87484139;Le Vieux Briollay;94.12
87484147;Tiercé;98.33
87484154;Étriché - Châteauneuf;97.22
87484170;Morannes;93.78
87484204;Chalonnes-sur-Loire;95.07
87484246;Chemillé-en-Anjou;98.89
87484303;Cholet;93.11
87484329;Savennières - Béhuard;97.92
87484337;La Possonnière;95.2
87484352;Champtocé-sur-Loire;97.12
87484360;Ingrandes-Le Fresne-sur-Loire;89.26
87484386;Varades - Saint-Florent le Vieil;96.69
87485003;La Rochelle;87.93
87485102;Angoulins sur Mer;86.67
87485110;Châtelaillon-Plage;85.73
87485136;Saint-Laurent-de-la-Prée - Fouras;87.78
87485144;Rochefort;91.96
87485151;Tonnay-Charente;85.0
87485185;La Jarrie;93.81
87485193;Aigrefeuille le Thou;86.18
87485227;Surgères;92.43
87485250;Mauzé-sur-le-Mignon;85.41
87485268;Prin-Deyrançon;95.79
87485300;Niort;91.32
87485326;Fors;85.91
87485334;Marigny;93.53
87485342;Beauvoir-sur-Niort;94.15
87485359;Prissé-la-Charrière;81.66
87485474;La Crèche;87.79
87485490;Saint-Maixent-L'École;92.27
87485508;La Mothe-Saint-Héray;83.46
87485524;Pamproux;91.03
87485532;Rouillé;97.45
87485540;Lusignan;88.25
87486019;La Roche-sur-Yon;95.76
87486126;L'Herbergement - Les Brouzils;98.15
87486142;Belleville-sur-Vie;97.79
87486258;Luçon;98.43
87486308;La Chaize-le-Vicomte;100.0
87486316;Fougeré;100.0
87486324;Bournezeau;100.0
87486332;Chantonnay;97.18
87486423;La Mothe-Achard;91.91
87486431;Olonne-sur-Mer;100.0
87486449;Les Sables-d'Olonne;91.17
87486563;Saint-Hilaire-de-Riez;98.61
87486571;Saint-Gilles-Croix-de-Vie;95.82
87486894;Torfou-Sèvremoine;96.97
87487009;Thouars;94.55
87487249;Bressuire;85.36
87487280;Cerizay;71.73
87487314;Pouzauges;100.0
87487603;Saumur;94.07
87487637;Montreuil-Bellay;100.0
87487843;La Bohalle;100.0
87487876;Les Rosiers-sur-Loire;100.0
87487884;La Ménitré;97.32
87487892;Saint-Mathurin-sur-Loire;98.33
87491001;Saintes;92.85
87491019;Bords;91.11
87491035;Saint-Savinien;81.17
87491076;Beillant;95.54
87491100;Pons;94.59
87491183;Montendre;84.84
87491191;Bussac-Forêt;94.85
87491209;Saint-Mariens - Saint-Yzan;92.64
87491217;Cavignac;85.06
87491225;Gauriaguet;89.12
87491233;Aubie - Saint-Antoine;94.41
87491241;Saint-André-de-Cubzac;93.08
87491258;Villeneuve-la-Comtesse;89.09
87491266;Cubzac-les-Ponts;90.34
87491274;La Grave d'Ambarès;92.32
87491282;Sainte-Eulalie - Carbon-Blanc;90.04
87491290;Loulay;87.86
87491324;Saint-Hilaire - Brizambourg;96.67
87491357;Saint-Jean-d'Angély;94.97
87491449;Cognac;87.21
87491472;Jarnac;90.27
87491506;Châteauneuf-sur-Charente;90.46
87491803;Royan;89.1
87497461;Gallieni Cancéropôle;95.44
87543009;Orléans;94.41
87543017;Les Aubrais;92.07
87547000;Paris Austerlitz;95.87
87571000;Tours;96.4
87571216;Vendôme - Villiers-sur-Loir TGV;96.62
87571240;Saint-Pierre-des-Corps;94.11
87574004;Blois - Chambord;96.18
87575001;Poitiers;96.22
87575118;Les Ormes;92.86
87575126;Dangé-Saint-Romain;96.08
87575134;Ingrandes sur Vienne;93.83
87575142;Châtellerault;96.54
87575167;Nerpuy;96.75
87575175;Naintré;96.02
87575183;La Tricherie;87.5
87575191;Dissay;97.4
87575217;Jaunay-Clan;93.39
87575225;Chasseneuil-du-Poitou;88.77
87575274;Ligugé;96.3
87575290;Vivonne;85.24
87575332;Anché - Voulon;90.91
87575357;Épanvilliers;97.14
87575365;Saint-Saviol;95.48
87575480;Montmorillon;97.59
87575498;Lathus-Saint-Rémy;67.53
87575704;Mignaloux - Nouaillé;93.33
87575845;Lussac-les-Châteaux;87.5
87576009;Vierzon;96.18
87576207;Bourges;97.83
87577403;Iteuil;91.25
87580340;Arenc Euroméditerranée;89.13
87581009;Bordeaux Saint-Jean;95.9
87581181;Ludon-Médoc;94.62
87581199;Macau;94.53
87581215;Margaux;96.2
87581231;Moulis - Listrac;89.09
87581256;Pauillac;96.41
87581314;Lesparre-Médoc;94.41
87581371;Soulac-sur-Mer;97.4
87581389;Le Verdon-sur-Mer;92.98
87581538;Caudéran Mérignac;93.78
87581595;Cenon;85.74
87581710;Parempuyre;92.12
87581728;Blanquefort;93.0
87581736;Bruges;95.0
87581751;Pessac;91.12
87581793;Pessac Alouette;93.75
87581801;Bègles;92.77
87581835;Villenave-d'Ornon;90.63
87581850;Bassens;94.32
87582403;Gazinet Cestas;92.37
87582445;Marcheprime;94.78
87582478;Biganos Facture;97.65
87582536;Ychoux;96.14
87582551;Labouheyre;94.73
87582601;Le Teich;95.6
87582619;Gujan-Mestras;92.36
87582635;La Hume;87.68
87582643;La Teste-de-Buch;90.0
87582668;Arcachon;94.21
87582684;Cadaujac;94.54
87582692;Saint-Médard-d'Eyrans;93.85
87582700;Beautiran;94.28
87582718;Portets;93.48
87582726;Arbanats;95.17
87582734;Podensac;92.87
87582742;Cérons;91.38
87582759;Barsac;94.84
87582767;Preignac;91.87
87582775;Langon;93.26
87582825;Saint-Macaire;94.0
87582833;Saint-Pierre-d'Aurillac;93.62
87582841;Caudrot;93.1
87582858;Gironde-sur-Dropt;94.39
87582866;La Réole;93.75
87582882;Lamothe-Landerron;90.24
87583005;Angoulême;92.37
87583674;Montmoreau;85.12
87583690;Chalais;81.16
87583823;Luxé;89.7
87583849;Ruffec;94.74
87584052;Libourne;98.64
87584102;Saint-Émilion;89.29
87584136;Castillon-la-Bataille;94.03
87584151;Lamothe-Montravel;95.83
87584177;Vélines;95.65
87584193;Sainte-Foy-la-Grande;93.63
87584201;Saint-Antoine-de-Breuilh;100.0
87584235;Gardonne;95.14
87584243;Lamonzie-Saint-Martin;94.87
87584268;Bergerac;96.57
87584425;Couze;96.14
87584441;Lalinde;92.46
87584466;Mauzac-et-Grand-Castang;98.72
87584474;Trémolat;97.92
87584508;Saint-Denis-de-Pile;93.52
87584516;Coutras;95.43
87584532;Les Églisottes-et-Chalaures;96.59
87584540;Saint-Aigulin - La Roche-Chalais;86.31
87584607;Saint-Médard-de-Guizières;98.23
87584615;Saint-Seurin-sur-l'Isle;98.84
87584714;Vayres;95.59
87584722;Saint-Sulpice - Izon;91.12
87584730;Saint-Loubès;92.58
87584755;La Gorp;92.81
87586008;Agen;93.22
87586107;Port-Sainte-Marie;92.3
87586412;Laroque-Timbaut;97.62
87586438;Penne-d'Agenais;95.38
87586453;Monsempron-Libos;95.7
87586479;Sainte-Bazeille;93.59
87586495;Sauveterre-la-Lémance;98.21
87586545;Marmande;93.52
87586651;Tonneins;94.78
87586693;Aiguillon;90.47
87590299;Nice Pont Michel;93.68
87590349;Babinière;98.33
87590356;Erdre-Active;98.57
87590364;La Chapelle - Aulnay;93.42
87590828;Sucé-sur-Erdre;93.72
87592006;Limoges Bénédictins;96.34
87592022;Limoges Montjovis;94.74
87592048;Les Bardys;98.58
87592055;Saint-Priest-Taurion;95.64
87592063;Brignac;100.0
87592071;Saint-Léonard-de-Noblat;93.99
87592097;Saint-Denis-des-Murs;100.0
87592105;Châteauneuf - Bujaleuf;95.0
87592121;Eymoutiers Vassivière;90.19
87592147;Lacelle;92.75
87592162;Bugeat;92.54
87592170;Pérols-sur-Vézère;100.0
87592246;Solignac - Le Vigen;92.72
87592253;Pierre-Buffière;87.23
87592279;Magnac - Vicq;90.73
87592287;Saint-Germain-les-Belles;86.69
87592295;La Porcherie;94.44
87592311;Ambazac;97.85
87592337;La Jonchère-Saint-Maurice;98.18
